gene_name,annotation,prevalence,lr_auroc_ethionamide,n_train,n_pos,kept_filtered
hflX,,0.9785,0.5208941062155995,1963,989,False
cydC,,0.985,0.5208653382811438,1971,988,False
lprC,,0.998,0.5208051079821293,1992,996,False
ppsD,,0.981,0.5207716400318201,1960,978,False
fadD2,,0.9965,0.5207600806451613,1992,992,False
rnj,,0.987,0.5207070707070708,1970,980,False
dacB2,,0.994,0.5206719765632152,1983,993,False
ureG,,0.994,0.5206682752450316,1988,994,False
sigI,,0.9925,0.5206679076769711,1983,993,False
dnaB,,0.9735,0.5206667877430143,1952,979,False
blaI,,0.9965,0.5205939335230367,1991,995,False
murA,,0.991,0.52055060829029,1985,992,False
nlhH,,0.9635,0.5204154951577631,1927,970,False
mftF,,0.996,0.5204023927033434,1992,996,False
truB,,0.9405,0.5202306789454676,1883,960,False
pPE65,,0.942,0.5201289076332204,1878,964,False
ndhA,,0.9565,0.5200659727200395,1912,971,False
pckG,,0.9975,0.5199456083681907,1995,997,False
mbtA,,0.956,0.5199400034321469,1907,964,False
vapC36,,0.9975,0.5199323450744628,1990,994,False
ldtMt5,,0.9905,0.5199183959987715,1980,989,False
embR,,0.997,0.5197303297697834,1990,996,False
adnB,,0.9295,0.5197252168274297,1859,949,False
iap,,0.9685,0.5197128290299531,1931,977,False
pks13,,0.924,0.5195573942798968,1843,944,False
mtrB,,0.994,0.5195519983158441,1988,992,False
gltD,,0.9935,0.5195451447799737,1989,991,False
ppsE,,0.947,0.5194581145892828,1892,961,False
manC,,0.996,0.5194474869173665,1986,990,False
cyp143,,0.997,0.5192780361285878,1987,990,False
fadE2,,0.9865,0.5192439696576727,1973,991,False
phiG,,0.9885,0.5192388964937165,1970,976,False
sppA,,0.9845,0.5191948775375427,1975,988,False
tcmP,,0.9365,0.5191833090906585,1867,966,False
bglX,,0.9855,0.5191824248708075,1972,988,False
narJ,,0.993,0.5190994142995625,1982,994,False
mshA,,0.9535,0.5190318563079983,1906,963,False
tig,,0.9945,0.5190094331089461,1995,997,False
rne,,0.94,0.5189246909803655,1879,945,False
qcrA,,0.998,0.5188195107410585,1993,997,False
pimB,,0.9875,0.5187965903117867,1972,991,False
cds1,,0.987,0.5186755539097697,1972,990,False
treZ,,0.9365,0.5186592336654785,1874,916,False
rskA,,0.996,0.5186565283484474,1992,994,False
exeA,,0.965,0.5186477973853388,1926,980,False
fadB2,,0.994,0.5186031715155273,1987,991,False
comFC,,0.97,0.518591395380481,1940,984,False
pruA,,0.9885,0.5185142325784249,1972,991,False
mmpL4,,0.976,0.5184952826520555,1951,978,False
aceA,,0.9905,0.5184784102885247,1982,995,False
pepE,,0.9825,0.5184677923702314,1959,984,False
lspA,,0.994,0.5183821893818982,1989,993,False
vapB21,,0.997,0.5183419795883736,1990,996,False
cysW,,0.9945,0.5182585910341467,1993,997,False
pPE30,,0.919,0.5181720711920136,1833,940,False
pPE62,,0.799,0.5180980210523667,1596,829,False
fadD26,,0.9965,0.5180614958392736,1989,990,False
glpK,,0.953,0.5180329582082,1907,942,False
yafJ,,0.992,0.5180264327079227,1979,985,False
trmI,,0.998,0.5180022479498798,1992,995,False
lipM,,0.99,0.517999767369727,1980,992,False
hemQ,,0.993,0.5179904427045945,1982,989,False
glmS,,0.992,0.5179840325806394,1991,997,False
ppsB,,0.869,0.5179806822414987,1734,874,False
bacA,,0.995,0.5179430418220132,1987,992,False
pgsA1,,0.996,0.517928713848344,1989,996,False
hsaA,,0.995,0.5178328702930565,1988,993,False
pPE63,,0.9855,0.5178166374082186,1967,989,False
prfB,,0.992,0.5177782703394221,1988,992,False
glgX,,0.995,0.517732380495442,1990,995,False
xth,,0.9895,0.5177017651260076,1980,990,False
esxU,,0.995,0.5176925029186336,1985,990,False
cas10,,0.9955,0.5176243797399152,1984,993,False
kshB,,0.983,0.5175553996830593,1962,987,False
chsB1,,0.9595,0.517545648619933,1910,957,False
mutY,,0.92,0.5174073445848528,1843,936,False
kasA,,0.981,0.5173448242794185,1959,987,False
accA1,,0.984,0.5173407824476611,1963,984,False
bluB,,0.993,0.5173333171069592,1986,993,False
narG,,0.9935,0.517320056916403,1981,992,False
murG,,0.9175,0.5172825200940249,1838,942,False
mmpL3,,0.9705,0.5172172315664287,1941,981,False
mptA,,0.996,0.5172056557305488,1985,991,False
sdhC,,0.995,0.5171281918043287,1993,996,False
mmcO,,0.9885,0.5171186378105208,1975,992,False
purH,,0.964,0.5170829656961043,1934,975,False
fadD28,,0.996,0.5170578051263819,1990,992,False
purE,,0.9585,0.5169993022087317,1920,971,False
gmhA,,0.9545,0.5169645332030992,1907,959,False
tilS,,0.945,0.5169642957045193,1891,961,False
mctB,,0.9935,0.516959417918714,1984,995,False
fadE27,,0.967,0.516936115914994,1925,971,False
rho,,0.993,0.5169145868468841,1989,993,False
nuoH,,0.9955,0.5168838172809886,1992,997,False
hisD,,0.9775,0.5168261263681977,1956,983,False
htdY,,0.9515,0.5168216423419337,1897,961,False
betT,,0.9945,0.5167533173984964,1989,993,False
fgd2,,0.9735,0.5167380773979758,1947,985,False
mftR,,0.997,0.5166804324709334,1994,997,False
tal,,0.9935,0.5166742728489716,1986,996,False
fhaA,,0.997,0.5166602630860541,1989,995,False
gpm2,,0.998,0.5166480255099377,1996,998,False
trpC,,0.9935,0.5166283679705058,1990,995,False
lprB,,0.9985,0.5165949656197509,1993,996,False
galT,,0.6615,0.5165457997803807,1323,683,False
ctpI,,0.7855,0.5164986504503918,1569,764,False
aroG,,0.971,0.5164539270910831,1940,970,False
pPE42,,0.9755,0.5163861409101642,1948,984,False
mmaA1,,0.996,0.5163782805703543,1992,997,False
ureC,,0.957,0.5163544486830711,1914,971,False
pknK,,0.9175,0.5162533292321485,1833,951,False
fbiC,,0.948,0.5161066300465181,1890,961,False
thiL,,0.96,0.5160443230115361,1921,976,False
ald,,0.9755,0.516008352821854,1954,966,False
ripA,,0.9945,0.5159828639836285,1989,996,False
pPE49,,0.9145,0.5159449981277184,1826,932,False
pxpB,,0.9745,0.5159088239489206,1953,984,False
holA,,0.9885,0.5158773974563448,1978,988,False
argC,,0.9565,0.5157937403304187,1915,974,False
moxR1,,0.9975,0.5157587306181683,1995,996,False
ribF,,0.9925,0.5157584649108616,1989,997,False
fadD1,,0.9755,0.515757361412307,1944,952,False
maf,,0.9955,0.5157033915817805,1992,995,False
higB2,,0.9925,0.5156734518436645,1977,990,False
viuB,,0.981,0.5156404712665287,1957,985,False
tsaC,,0.9965,0.5156369510947328,1991,994,False
gadA,,0.9955,0.5156163638926665,1986,993,False
sLT,,0.985,0.5155920153018017,1968,986,False
adhA,,0.9885,0.5155797502727802,1975,991,False
secBL,,0.997,0.5155713173513442,1989,995,False
pepP,,0.9715,0.5155653695613854,1941,982,False
papA1,,0.997,0.5154828468297221,1989,995,False
ilvX,,0.9405,0.5154760327633701,1872,958,False
yjiN,,0.998,0.5154707920772178,1995,996,False
amiD,,0.993,0.5154240275152429,1985,994,False
proA,,0.9825,0.5154055841361603,1966,987,False
lppL,,0.999,0.5153550535460082,1994,995,False
mptB,,0.993,0.5152186517745431,1983,993,False
plcB,,0.956,0.5151900885362007,1904,963,False
fadE12,,0.995,0.5151802800875007,1986,993,False
pssA,,0.944,0.5151801680972817,1892,960,False
folD,,0.9775,0.5151280385198513,1960,988,False
pstP,,0.8985,0.5150662829234257,1792,910,False
mtr,,0.995,0.5150661485235357,1985,993,False
yliI,,0.997,0.5150405444716492,1990,994,False
glcB,,0.994,0.5149906343396726,1986,993,False
cut2,,0.996,0.5149767954460431,1989,994,False
prpB,,0.9915,0.514939841478018,1982,994,False
yajQ,,0.9955,0.5149387395132662,1991,993,False
rplO,,0.992,0.5148304913201192,1988,992,False
ettA,,0.9875,0.5147970543775789,1979,995,False
nrdB,,0.8955,0.5147897886674739,1792,906,False
cbs,,0.9715,0.5147830068261279,1936,974,False
lpd,,0.994,0.5147204074650332,1982,994,False
sirA,,0.9965,0.5146942844663022,1989,992,False
ribA,,0.9805,0.5146239394634258,1959,980,False
mutA,,0.954,0.5146055437100214,1908,970,False
osmF,,0.9215,0.5145137675173801,1840,933,False
mshD,,0.9985,0.5144352173759027,1988,993,False
espG2,,0.98,0.5143918146228266,1958,986,False
lppW,,0.9975,0.5143759576817057,1990,993,False
tra8,,0.996,0.5143653220188972,1992,993,False
lprE,,0.378,0.514338449037916,756,389,False
malQ,,0.9795,0.5143238640035521,1959,986,False
spoIVCA,,0.2855,0.5143099547511312,574,234,False
fadA5,,0.971,0.5142443876143541,1938,979,False
dinG,,0.977,0.5141352000983972,1959,986,False
adhC,,0.989,0.5140952564375748,1976,988,False
panE,,0.964,0.5140855076207698,1928,980,False
glpD2,,0.986,0.5140854070812513,1970,986,False
erm(37),,0.9875,0.5140508789722785,1970,986,False
nicT,,0.9985,0.5140461646183934,1994,998,False
cobH,,0.9365,0.5140366336183373,1876,956,False
lipJ,,0.9825,0.5140009134979706,1963,985,False
idsB,,0.6705,0.5139435673496809,1337,650,False
tyrA,,0.852,0.5139371070222134,1704,846,False
nagD,,0.3875,0.5139077755718132,775,443,False
ureF,,0.9925,0.5138566570224863,1985,995,False
atsA,,0.9925,0.5137666240110023,1983,994,False
ybfO,,0.9615,0.5137484317896689,1915,970,False
gabD1,,0.943,0.5137468580779028,1886,951,False
pstB2,,0.981,0.5137411734844608,1961,972,False
pra,,0.986,0.5137075988496888,1965,981,False
chlI,,0.949,0.5136943543406535,1896,955,False
phoH,,0.9915,0.5136686919209897,1986,993,False
cyp137,,0.991,0.513660976378724,1980,993,False
pE_PGRS29,,0.779,0.5136502652108145,1557,801,False
mngR,,0.994,0.5135718447922651,1985,994,False
rplD,,0.9585,0.513478614408847,1921,975,False
nimA,,0.9925,0.513418967904855,1982,992,False
divIVA,,0.998,0.5134042338709677,1992,992,False
ydfJ,,0.4835,0.5133280144902536,967,440,False
cobK,,0.9955,0.5132130946778202,1988,993,False
acyP,,0.9865,0.5131917332837578,1968,990,False
mpt53,,0.999,0.5131826201496055,1993,997,False
trxB,,0.989,0.5131593849192786,1980,991,False
ahpD,,0.995,0.5130960589345333,1992,996,False
fadD11,,0.9915,0.51308858982575,1983,993,False
lrpA,,0.999,0.513031550068587,1998,999,False
gAF,,0.9195,0.51303077091442,1834,932,False
paaX,,0.99,0.513030515751711,1980,994,False
pspE,,0.957,0.51300653537856,1917,964,False
qcrC,,0.9995,0.5129673174003316,1996,998,False
bkdC,,0.9635,0.5129280144159598,1922,971,False
lat,,0.9965,0.512902186282112,1993,995,False
acs,,0.992,0.5128751730397699,1986,995,False
pE15,,0.9865,0.512829150322212,1969,986,False
nuoI,,0.9955,0.5128236564347843,1991,996,False
egtE,,0.9735,0.5127986582716999,1945,983,False
valS,,0.992,0.5127981296209142,1988,995,False
uvrA,,0.993,0.512713657047545,1988,996,False
cut6,,0.9965,0.512687342110377,1988,992,False
guaB1,,0.9895,0.5126325323399377,1977,992,False
zur,,0.998,0.5125370830053884,1991,995,False
kdpC,,0.9955,0.5124716519035016,1993,996,False
lucA,,0.996,0.5124663518598016,1990,995,False
gdh,,0.9855,0.5124626244948316,1970,987,False
trpB,,0.9935,0.5123449238142422,1989,994,False
sepF,,0.9945,0.5123411620033703,1988,993,False
vapC10,,0.9985,0.5123409842002807,1994,995,False
dtd,,0.9935,0.5123000986766377,1986,993,False
putA,,0.974,0.512298526869922,1950,983,False
pknE,,0.993,0.5122769908937522,1979,991,False
gcvP,,0.991,0.5122634759103194,1981,993,False
sapB,,0.9925,0.5122509078702432,1983,993,False
cobC,,0.9755,0.512240603876805,1950,985,False
espJ,,0.9115,0.512220487564758,1821,923,False
pPE45,,0.973,0.5121912760942047,1941,980,False
fabD,,0.897,0.5121641249092229,1794,918,False
lpqO,,0.9515,0.5121450556929188,1903,966,False
espL,,0.9955,0.5120694013326189,1989,994,False
oxyS,,0.997,0.5120325365849716,1990,994,False
erp,,0.938,0.5120144651485045,1871,958,False
walK,,0.9745,0.5119546092811585,1945,976,False
rplL,,0.9915,0.5119163522777981,1986,996,False
skfB,,0.991,0.5118810396177498,1980,993,False
lppV,,0.995,0.5118559497791682,1986,995,False
rpsK,,0.9835,0.5118482068957698,1970,991,False
rbfA,,0.977,0.5118109084832153,1957,985,False
rnz,,0.997,0.5117557637433399,1990,995,False
fadD6,,0.995,0.5117449000806251,1986,995,False
cei,,0.975,0.5117339486441289,1944,970,False
rsbU,,0.9755,0.5117337587221432,1946,985,False
dmpG,,0.979,0.5117152503914328,1955,984,False
rsfA,,0.995,0.5116905089965958,1987,995,False
rslA,,0.9915,0.5116784802023896,1981,994,False
fadE34,,0.931,0.5115934384419198,1858,950,False
ipdA,,0.996,0.5115876344586634,1988,994,False
fadE28,,0.976,0.5115605748187878,1948,982,False
hutI,,0.3845,0.5114901690238014,771,446,False
dhmA2,,0.997,0.5114604376509809,1991,994,False
gspF,,0.891,0.5114375471223926,1785,920,False
vapC29,,0.998,0.5113664202151799,1996,998,False
modA,,0.9955,0.5113524449557022,1991,995,False
mprA,,0.998,0.5113193140102352,1994,997,False
lsr2,,0.9675,0.5113151359428922,1929,974,False
rfbD,,0.9505,0.5112710669501377,1903,971,False
yqjF,,0.9875,0.5112300073405498,1967,977,False
dut,,0.9925,0.5111977193831139,1986,993,False
ppsC,,0.7585,0.511146187638038,1519,757,False
fadD3,,0.958,0.5111189424227135,1912,971,False
purB,,0.9885,0.5110004353787998,1983,996,False
hemW,,0.9785,0.5108879573803711,1963,987,False
coxL,,0.987,0.5108637080746614,1976,990,False
sodC,,0.995,0.5108444044406862,1991,994,False
pcnB,,0.9845,0.5107983739501867,1969,989,False
htdZ,,0.998,0.5107971562334651,1996,999,False
cysD,,0.997,0.5107363213009138,1994,997,False
yhjD,,0.999,0.5107052960332273,1990,994,False
fdhD,,0.9945,0.5106855276818697,1994,996,False
rsdA,,0.996,0.5106607386253001,1986,994,False
mpt70,,0.9895,0.5106487379292575,1974,991,False
darT,,0.9975,0.5106420657504389,1991,996,False
rpoA,,0.994,0.5106419654521701,1992,996,False
glnE,,0.9745,0.5106290031550402,1947,977,False
pE_PGRS36,,0.4855,0.5106149482088077,968,507,False
kshA,,0.9985,0.5105905656668498,1992,995,False
hdeD,,0.9945,0.5105820854776902,1989,994,False
glgE,,0.9855,0.5105501738698461,1966,990,False
yjbQ,,0.997,0.5105275625872593,1992,995,False
aph,,0.9335,0.5105168990673192,1862,952,False
cyp123,,0.7955,0.5103676236044656,1586,750,False
ftsY,,0.99,0.5103554796521063,1986,994,False
dhmA1,,0.996,0.5101963540034175,1989,995,False
pPE29,,0.8895,0.5101884964035366,1774,908,False
thiS,,0.9935,0.5101514622457707,1988,993,False
aspC,,0.9625,0.510141311222589,1922,948,False
lON,,0.9955,0.5101391481418632,1990,994,False
aroA,,0.938,0.5100496516467607,1881,960,False
erg3,,0.9935,0.5100388868127985,1982,991,False
cbrC,,0.997,0.5099625409267592,1992,996,False
cmr,,0.99,0.5099378176407137,1977,991,False
nrdR,,0.992,0.5099299313468754,1989,994,False
tsaB,,0.9355,0.5098912696239504,1873,960,False
ruvB,,0.9555,0.5098833653678141,1914,970,False
fbpA,,0.993,0.509882436162449,1981,988,False
mbtI,,0.9975,0.5097997921256215,1990,993,False
iunH,,0.978,0.5097440920031645,1950,982,False
proC,,0.9925,0.5097036386753043,1991,996,False
der,,0.9645,0.5096344714611507,1933,978,False
pPE21,,0.792,0.5096261937070174,1584,803,False
tap,,0.9555,0.5095835251943245,1908,967,False
mmaE,,0.9985,0.5095769428303845,1993,995,False
nat,,0.9975,0.5095543168741637,1991,994,False
nadC,,0.995,0.5095356208907282,1995,997,False
cfp6,,0.9835,0.5094591892837507,1960,988,False
aroB,,0.9575,0.5094424416236282,1914,971,False
lppD,,0.333,0.5094025350281669,666,322,False
htrA,,0.974,0.5094016605969859,1945,981,False
lppE,,0.997,0.509391015431265,1992,998,False
recN,,0.9785,0.5093875863735001,1960,986,False
rnhB,,0.9895,0.5093839618445872,1978,993,False
pdxS,,0.995,0.509370499793557,1993,995,False
ispF,,0.992,0.5093632121488033,1984,992,False
nadE,,0.9845,0.5093158894177415,1973,989,False
dcd,,0.997,0.5093094916010557,1995,998,False
ftsQ,,0.9915,0.5092287502953707,1986,993,False
pdxT,,0.994,0.5092223350130876,1991,994,False
clpB,,0.9885,0.5091789736275758,1978,993,False
mrp,,0.9705,0.5091713578983282,1937,977,False
vapB48,,0.996,0.5091500632550918,1992,997,False
recR,,0.9915,0.5091215819976785,1989,993,False
radA,,0.9895,0.5090913051318992,1987,994,False
modF,,0.9915,0.509037906817927,1981,991,False
ftsX,,0.995,0.5089998911303493,1992,994,False
brkB,,0.9955,0.508993086371723,1987,991,False
apa,,0.918,0.5089673395543706,1834,944,False
frmB,,0.9235,0.50894709635389,1841,918,False
rplV,,0.9595,0.5089349407904123,1924,978,False
nrdI,,0.9945,0.5089129422507199,1990,993,False
dagK,,0.997,0.5089120480152731,1991,997,False
pptH,,0.995,0.5088763697397177,1986,991,False
cyp125,,0.997,0.5088751090891459,1990,992,False
recX,,0.9855,0.5088449200931973,1975,992,False
csm5,,0.613,0.5088337029782044,1223,554,False
esxF,,0.987,0.5088209790252949,1972,991,False
yjbM,,0.9955,0.5088033507598538,1986,995,False
sucD,,0.993,0.5087427890606478,1987,994,False
pcrA,,0.9935,0.508732004631429,1988,992,False
glnB,,0.9985,0.5087197399621131,1994,997,False
miaA,,0.9785,0.5086723500053627,1960,987,False
nei2,,0.9865,0.5086672975641869,1972,992,False
ubiC,,0.9915,0.5086622271098078,1982,992,False
mntR,,0.927,0.5086600667449709,1853,912,False
pgsA,,0.9935,0.5086593783356086,1994,997,False
cobD,,0.8915,0.5086171873329484,1784,917,False
ldcC,,0.988,0.5086119554204661,1976,989,False
ureA,,0.9955,0.5085865637112342,1992,997,False
mmsA,,0.9725,0.5085630086916205,1944,981,False
sigJ,,0.9655,0.5085562706670591,1923,944,False
dinP,,0.9395,0.5085400768800831,1873,955,False
tobH,,0.9895,0.5085166687094007,1979,995,False
ispG,,0.993,0.5085144400539785,1990,994,False
deoA,,0.968,0.5084845444453933,1936,980,False
dinB1,,0.981,0.5084168401231636,1962,989,False
lpqW,,0.993,0.5082966785737244,1980,993,False
zmp1,,0.9905,0.508255204988798,1981,987,False
pth,,0.9955,0.5082291457286433,1995,1000,False
mutT4,,0.9695,0.5082225268984576,1937,973,False
pks16,,0.9935,0.5082163018597416,1982,994,False
lpqT,,0.9995,0.5081895636759828,1994,997,False
fadD21,,0.9975,0.5081443434476205,1989,994,False
mscL,,0.9955,0.5081324293156562,1992,996,False
esxD,,0.989,0.5081171508682641,1976,987,False
pknJ,,0.9525,0.5080859513667021,1899,960,False
bpoC,,0.995,0.508066068512192,1987,996,False
cdh,,0.984,0.5080462354206337,1965,991,False
vapB28,,0.998,0.507998971890647,1996,997,False
mbtE,,0.9705,0.5079894420465267,1936,978,False
etfB,,0.999,0.5079603651747941,1997,998,False
cyp141,,0.9925,0.5079413082437276,1982,990,False
vapC24,,0.9995,0.5079234234234234,1999,999,False
udg4,,0.948,0.5078882796474224,1892,965,False
mobA,,0.9965,0.5078812163672562,1994,997,False
car,,0.991,0.5078798162226468,1980,989,False
cyp126,,0.9915,0.5078710099986696,1977,990,False
ddaH,,0.9965,0.5078552665371106,1989,991,False
rlmB,,0.8945,0.5078119953691972,1795,919,False
hpnD,,0.9965,0.5077849475846895,1989,992,False
rplC,,0.993,0.507751120564914,1991,994,False
fhaB,,0.999,0.5077501581048366,1993,996,False
espG1,,0.998,0.5077215042003774,1993,994,False
pncB2,,0.974,0.507673038571915,1945,979,False
yeaO,,0.995,0.5076508246264738,1990,996,False
xseB,,0.993,0.5076099814970223,1989,995,False
trmA,,0.9925,0.5075936000944936,1982,989,False
pPE40,,0.6635,0.5075322377489696,1326,617,False
sigF,,0.995,0.5074782731291729,1993,995,False
virS,,0.9975,0.5074475434335134,1993,996,False
pknI,,0.9725,0.507434758532435,1940,977,False
proB,,0.9155,0.5073832650756551,1833,939,False
fadE10,,0.983,0.5073775450795303,1965,979,False
thiC,,0.9945,0.5073528967482703,1993,995,False
lppI,,0.991,0.5073391057982991,1974,989,False
senX3,,0.9995,0.5073317341582981,1993,996,False
lprN,,0.9995,0.5073109338763504,1990,994,False
lipI,,0.978,0.5072449176504149,1953,984,False
ldtMt2,,0.989,0.507241313957598,1976,991,False
xseA,,0.976,0.5072102652992441,1955,989,False
secE2,,0.981,0.5072074377345617,1961,984,False
coaE,,0.9925,0.5071895153617884,1988,994,False
irtB,,0.9915,0.5071836715498389,1978,989,False
kanY,,0.9995,0.5071328843873935,1997,998,False
ftsI,,0.9855,0.5070646007749665,1972,991,False
sdrC,,0.9985,0.5070581745235706,1997,997,False
dosT,,0.613,0.507051262979382,1222,551,False
sepH,,0.9905,0.5070247933884298,1980,990,False
scpB,,0.9885,0.5069657643993786,1981,993,False
mazF6,,0.998,0.5069483966014814,1991,996,False
pE35,,0.997,0.5069327981239418,1991,993,False
ilvG,,0.9845,0.5068955168274206,1966,986,False
amrS,,0.998,0.5068787172739052,1994,996,False
thrS,,0.993,0.506839614320348,1992,995,False
bkdB,,0.9975,0.5067993507208433,1990,993,False
prpD,,0.993,0.5067970765175139,1987,994,False
tatC,,0.9925,0.5067733031353954,1989,995,False
prpR,,0.984,0.5067397090722434,1966,984,False
comEC,,0.931,0.5067215744303736,1856,943,False
cyp139,,0.992,0.5066983903518766,1983,992,False
xPB,,0.983,0.5066658163291761,1964,983,False
yqeY,,0.9975,0.5066152272077276,1993,997,False
rdgB,,0.9765,0.5065965916041669,1956,987,False
rpsI,,0.9925,0.5065827627563801,1988,995,False
echA19,,0.932,0.5065572117156907,1859,966,False
cfa,,0.9405,0.5065373019080905,1880,921,False
ethR,,0.9805,0.5065181660222594,1958,965,False
argD,,0.9285,0.5065011333793256,1858,953,False
dnaN,,0.992,0.5064411595199336,1989,995,False
mbtK,,0.998,0.5064314429231469,1993,996,False
pgpB,,0.9975,0.5064041370342182,1992,995,False
tlyA,,0.9725,0.5063939921082778,1942,980,False
mca,,0.997,0.5063928513535418,1987,992,False
ddpA,,0.955,0.5063694267515922,1911,969,False
lepA,,0.9945,0.5063666489605717,1994,996,False
lprD,,0.999,0.5063609503208422,1993,996,False
dprA,,0.974,0.5062932915910979,1954,987,False
espH,,0.9995,0.5062494979919678,1996,996,False
pasT,,0.997,0.5062454225720517,1994,998,False
glyA2,,0.989,0.5062047755574238,1974,987,False
typA,,0.976,0.5061815052038289,1957,988,False
nuoJ,,0.9965,0.5061222948409381,1993,998,False
ctpJ,,0.984,0.5060664991389018,1966,992,False
mpt64,,0.9935,0.5060662558346027,1982,994,False
aroE,,0.854,0.506065621051475,1707,872,False
hisE,,0.9945,0.506029138643874,1988,993,False
eccB4,,0.947,0.5060110521275569,1889,962,False
drrC,,0.9985,0.5060100260903475,1995,996,False
gnd,,0.9915,0.5059935187076438,1984,993,False
fadD12,,0.9985,0.5059828492326017,1994,996,False
spoIIM,,0.9975,0.5059677768220482,1994,995,False
hemB,,0.993,0.5059189664469501,1994,998,False
vapC12,,0.992,0.505916239073808,1980,991,False
esxB,,0.9965,0.5059145030827535,1990,994,False
rpsQ,,0.992,0.505886449021894,1988,992,False
eccE3,,0.9885,0.5058839729045411,1973,992,False
thiG,,0.963,0.505876882720363,1929,974,False
hisF,,0.991,0.5058584251904684,1987,995,False
xerC,,0.9345,0.5058188001315524,1872,956,False
vapB24,,0.9955,0.5058121934976084,1991,995,False
mbtC,,0.9595,0.5058093497875148,1914,973,False
glmM,,0.9575,0.5057968233733121,1921,969,False
lpqY,,0.9995,0.5057853922488911,1995,997,False
vapC43,,0.999,0.5056882494874181,1993,997,False
pgl,,0.968,0.5056857645381826,1935,982,False
egtD,,0.9955,0.5056729925714882,1994,998,False
cobU,,0.964,0.5056530792801347,1926,986,False
pgm,,0.9875,0.5055842399655787,1976,990,False
nuoD,,0.9955,0.5055706095871713,1989,994,False
dprE2,,0.9975,0.5055583528866778,1993,998,False
nuoK,,0.995,0.5055099973286694,1992,997,False
sigE,,0.9965,0.505505943813313,1990,993,False
leuC,,0.9845,0.5054697197629205,1973,989,False
fadD8,,0.996,0.505458894995895,1989,996,False
herA,,0.989,0.5054230134720796,1977,988,False
argJ,,0.978,0.5054181101047623,1958,988,False
fadD10,,0.996,0.5054041771926416,1988,992,False
thiD,,0.9915,0.5053955317538146,1984,995,False
furA,,0.996,0.5053776419787379,1990,995,False
higA3,,0.9425,0.505373345232783,1885,972,False
jefA,,0.9975,0.5053691720790979,1994,996,False
fabH,,0.9865,0.5053505357201458,1975,992,False
cwlM,,0.9965,0.5053258259167323,1991,996,False
galU,,0.9915,0.5053124974748087,1990,994,False
pE_PGRS8,,0.7845,0.5052970628047686,1567,810,False
lppU,,0.9975,0.5052753728481766,1991,995,False
higA,,0.994,0.5052731085632854,1988,996,False
hom,,0.9895,0.5052486244559415,1974,990,False
vapB22,,0.9975,0.5052389715175474,1989,995,False
tpx,,0.9895,0.5052110330359251,1978,991,False
esxC,,0.9925,0.5051893557935854,1983,993,False
echA13,,0.981,0.5051072362466056,1954,978,False
lysR,,0.1145,0.5051060487038492,229,134,False
pepA,,0.958,0.5050726687512902,1914,973,False
mftD,,0.9915,0.5050393053611536,1983,991,False
fadD13,,0.998,0.5050185864256216,1994,995,False
cysA1,,0.903,0.5049830044289227,1794,873,False
kdpE,,0.96,0.5049803115346125,1918,940,False
mutT3,,0.965,0.5049516871858162,1929,973,False
aosR,,0.9975,0.5049473498143986,1990,995,False
aceF,,0.997,0.5049125071715433,1990,996,False
sthA,,0.9655,0.504889410426001,1927,946,False
ligC,,0.9965,0.504798096502788,1991,994,False
ogt,,0.994,0.5047748380074664,1983,990,False
pks18,,0.996,0.5047700691067938,1988,994,False
tmk,,0.9945,0.5047330023612036,1991,995,False
recO,,0.9835,0.5046813310772702,1975,990,False
scoA,,0.9955,0.5046721863438697,1986,994,False
mutT1,,0.998,0.504658604895706,1989,994,False
rseA,,0.9945,0.5046282815046693,1989,996,False
dapF,,0.9775,0.5046208053866702,1956,985,False
ppk2,,0.9955,0.5046169603035257,1991,995,False
mnmA,,0.987,0.5046159980370507,1978,988,False
phaC,,0.9785,0.5045674202884005,1956,984,False
lysA,,0.993,0.504525643285696,1987,993,False
pyk,,0.992,0.5045154956802349,1986,993,False
rpsZ,,0.998,0.5045024743236732,1994,997,False
ylaD,,0.9965,0.5045003781490514,1989,993,False
menB,,0.9965,0.5044436262082398,1994,998,False
fabG4,,0.9885,0.5044350084739518,1977,993,False
atpD,,0.994,0.5044250427186233,1989,994,False
mku,,0.998,0.5044008655857242,1994,997,False
rip3,,0.992,0.5043897211886771,1976,988,False
cfp21,,0.9765,0.5043817527010804,1949,969,False
mycP1,,0.9875,0.5043615554244822,1973,991,False
atpB,,0.994,0.5043280833034461,1987,994,False
purU,,0.9915,0.5043199782785333,1987,993,False
uppP,,0.9955,0.5043052973416713,1994,996,False
rsbW,,0.9955,0.504300842225168,1992,995,False
coaBC,,0.9385,0.5043005147215824,1877,956,False
murC,,0.9805,0.5042915393299781,1967,988,False
resB,,0.9195,0.5041910067213025,1835,942,False
purK,,0.9545,0.5041789787029133,1912,970,False
higA2,,0.992,0.5041556751883705,1976,991,False
cobS,,0.9375,0.5041204507742418,1875,953,False
ygfZ,,0.961,0.5040908982267523,1919,973,False
yraQ,,0.931,0.5040821830910918,1860,962,False
bioD,,0.938,0.5040589412563806,1877,958,False
prcB,,0.996,0.5040550141897663,1988,994,False
sugC,,0.997,0.5040251275916101,1993,996,False
gmk,,0.993,0.5040120117691073,1989,994,False
vapB27,,0.9985,0.5040100220460942,1997,999,False
clpP2,,0.999,0.5039859578736208,1997,997,False
