gene_name,annotation,prevalence,lr_auroc_rifampin,n_train,n_pos,kept_filtered
rpsB,,0.982,0.49839220967574843,1965,985,False
ssuE,,0.993,0.49839154598190744,1986,990,False
kstR,,0.997,0.49838964290898535,1992,996,False
nhaP,,0.975,0.4983817898544984,1946,971,False
iunH,,0.9855,0.49836434573829536,1966,980,False
pE_PGRS44,,0.322,0.49832402234636874,643,285,False
fadD12,,0.995,0.4983170276959912,1989,992,False
lmbE,,0.9925,0.49831345008300515,1983,992,False
sigK,,0.9965,0.498304649500005,1993,995,False
ilvN,,0.9915,0.4983037644119481,1991,997,False
vapC26,,0.993,0.4983018068085935,1986,992,False
prrB,,0.9915,0.49829798629835687,1982,988,False
vapC15,,0.998,0.4982979088017823,1992,995,False
glpD1,,0.98,0.49829129458457355,1957,975,False
argG,,0.9815,0.4982860937603278,1968,984,False
mctB,,0.997,0.4982207448124838,1990,993,False
eccA5,,0.9955,0.4982144121007452,1989,995,False
rpsH,,0.991,0.49820647676380864,1986,994,False
vapB20,,0.998,0.49820617089309405,1992,994,False
lpqE,,0.9975,0.49820394919698857,1993,997,False
gabT,,0.9795,0.49820232098026507,1962,978,False
rplP,,0.989,0.49820018181836734,1980,991,False
vapC11,,0.997,0.49819457829139163,1992,994,False
mosR,,0.9965,0.4981923735572388,1988,994,False
cmtR,,0.9375,0.4981856928267807,1872,938,False
ecfT,,0.971,0.498172012218404,1942,970,False
moaE2,,0.986,0.49817184170519097,1966,987,False
esxA,,0.7835,0.49814519710546257,1566,758,False
nrdB,,0.886,0.49814267892150627,1773,868,False
espL,,0.995,0.498138638823636,1982,993,False
vapB31,,0.9625,0.49813800264976543,1920,963,False
cobG,,0.9685,0.49813350148056634,1933,962,False
nicT,,0.9945,0.49811531261547703,1985,989,False
vapB28,,0.9965,0.4981128085316362,1993,995,False
efp,,0.992,0.4981108968811834,1988,995,False
ideR,,0.9955,0.4980956088288525,1989,994,False
mpg,,0.9795,0.49808890973525116,1959,975,False
amt,,0.9505,0.49808120457712657,1898,943,False
miaA,,0.9805,0.49807532769205237,1964,984,False
vapB26,,0.983,0.4980745746574492,1966,980,False
ftsE,,0.993,0.4980368240399591,1992,997,False
vapB45,,0.9515,0.4980149784451645,1899,917,False
lexA,,0.99,0.49800825152937833,1984,990,False
menJ,,0.979,0.49800560248665177,1957,973,False
esxT,,0.9955,0.4979965173579384,1986,989,False
regX,,0.9965,0.49799400021861545,1988,994,False
tgs3,,0.471,0.4979756807202459,942,414,False
cof,,0.9815,0.4979742354724188,1963,980,False
menG,,0.995,0.4979344388676648,1991,993,False
rplJ,,0.993,0.49789208403267604,1986,991,False
mazE,,0.666,0.4978515172310362,1329,703,False
degV,,0.976,0.49782600944264876,1953,979,False
lmeA,,0.9935,0.4978248343856034,1984,991,False
octT,,0.9985,0.49781508855222983,1995,997,False
htm,,0.995,0.49780591775325983,1989,992,False
adk,,0.993,0.4977954287566866,1987,995,False
rplM,,0.9865,0.497762324358069,1977,990,False
ybdK,,0.9935,0.4977082474666364,1985,991,False
dyp,,0.9965,0.4976931072841886,1987,994,False
ycjU,,0.9815,0.49769133472993976,1961,979,False
esxR,,0.3485,0.497689884786659,692,351,False
udg4,,0.9695,0.49765533286375957,1936,966,False
ddn,,0.9975,0.4976369729890857,1993,994,False
hspX,,0.9985,0.49762640859608664,1993,995,False
cutB,,0.9685,0.4976210488238236,1939,965,False
vapB41,,0.997,0.4976116740604269,1990,994,False
chsH3,,0.9945,0.4976090031164011,1987,991,False
bcpB,,0.998,0.49760754730634255,1995,996,False
mutT3,,0.977,0.49760700503479005,1952,974,False
clpP2,,0.9955,0.49760437090164966,1992,995,False
cysH,,0.994,0.49760218154463387,1989,992,False
sugC,,0.9975,0.4976007339286937,1993,996,False
exoIX,,0.7565,0.49759832939511006,1509,791,False
hom,,0.989,0.49759500278467955,1973,986,False
vapC2,,0.997,0.4975924850382566,1990,995,False
cysA1,,0.938,0.49758107628567616,1864,906,False
pgsA2,,0.9975,0.49753022640346584,1993,994,False
ftsY,,0.989,0.49751888346206274,1986,994,False
nmtR,,0.9975,0.49750555327522517,1994,996,False
lppX,,0.996,0.4975010869235514,1989,994,False
espR,,0.9965,0.49749398091247954,1991,993,False
dfrA,,0.995,0.49749344895957637,1988,989,False
rpsJ,,0.9905,0.4974864506363725,1983,991,False
rlmB,,0.928,0.4974819226847131,1858,920,False
ipdF,,0.9805,0.49747138896416576,1959,980,False
ctpI,,0.8205,0.4974272864014774,1639,809,False
era,,0.993,0.49742614281082836,1987,995,False
betP,,0.8495,0.4974250546620939,1698,846,False
adoK,,0.9875,0.4974201964995809,1971,982,False
whiB1,,0.997,0.49740453826409087,1995,997,False
gmk,,0.9935,0.49740267603075616,1991,996,False
yceD,,0.9945,0.4974014943934967,1989,995,False
mhuD,,0.998,0.4974014215220245,1994,999,False
rpfD,,0.9945,0.4973911898200681,1987,992,False
mycP,,0.1795,0.49735021579080985,358,156,False
sigE,,0.9955,0.49733001822368517,1991,994,False
tsaE,,0.9925,0.49731773366423543,1990,997,False
pepP,,0.978,0.49731699855844985,1954,976,False
hmp,,0.9935,0.4972975826460544,1985,989,False
pruA,,0.9905,0.49725938823721083,1982,990,False
hemE,,0.966,0.4972407205822715,1936,966,False
pstB,,0.9915,0.4972303388470153,1988,997,False
ssd,,0.983,0.4972154229754334,1963,982,False
hadB,,0.9945,0.4972013626392255,1991,994,False
fcoT,,0.998,0.4971994239735753,1993,998,False
secF,,0.9655,0.4971793020303487,1938,966,False
sigF,,0.9955,0.4971792888706279,1993,997,False
esxS,,0.6955,0.49717268377555457,1384,779,False
panB,,0.9805,0.4971149044966053,1965,982,False
relB,,0.9965,0.4971019757421647,1991,996,False
vapC5,,0.987,0.49708121827411167,1973,988,False
lsr2,,0.9775,0.49707125376111566,1954,972,False
tatC,,0.9935,0.4970553468040905,1994,999,False
serS,,0.991,0.49703220522242453,1984,992,False
pks16,,0.9915,0.4970073735217791,1981,987,False
rpe,,0.9905,0.4969996595718735,1984,989,False
garA,,0.9975,0.4969904633387378,1993,995,False
gpmA,,0.989,0.4969671260410633,1977,991,False
bpa,,0.996,0.4969157852462226,1991,993,False
clpX,,0.9925,0.4968973802573995,1988,994,False
vapB29,,0.997,0.49689689689689687,1994,995,False
pxpB,,0.984,0.4968744234560992,1970,983,False
ung,,0.987,0.4968737328891922,1974,985,False
raaS,,0.998,0.4968434228997609,1993,994,False
rplY,,0.9935,0.49684003420341305,1987,991,False
fadA5,,0.983,0.49679461586722173,1964,979,False
relF,,0.9965,0.4967831923188921,1989,992,False
mymT,,0.9505,0.4967395977378293,1900,948,False
smpB,,0.9925,0.4967248169483274,1990,997,False
purR,,0.99,0.49672071266851753,1980,987,False
rbpA,,0.997,0.4966976339091305,1992,996,False
manA,,0.9875,0.49663541012925105,1975,987,False
lpqV,,0.977,0.496631208093499,1952,979,False
rplL,,0.988,0.49661441320414634,1978,987,False
yloV,,0.529,0.49661240730692713,1057,582,False
acpS,,0.9895,0.49659472133342036,1980,988,False
groES,,0.992,0.4965797845746003,1986,993,False
lipV,,0.992,0.4965535743138397,1984,991,False
fas,,0.9495,0.4965432596066004,1896,943,False
eccB3,,0.9685,0.49652138874391694,1932,961,False
hadC,,0.9945,0.49650509478170846,1991,993,False
ahpE,,0.9985,0.4965050477613291,1994,995,False
ubiC,,0.988,0.49643445740365116,1978,992,False
ilvB2,,0.992,0.49634452179229355,1978,989,False
cobH,,0.958,0.4963101853208203,1920,963,False
parD2,,0.998,0.4962934028215299,1992,995,False
norV,,0.9905,0.4962699574350109,1981,992,False
nei1,,0.996,0.4962684835189674,1991,994,False
orn,,0.997,0.4962129926742145,1991,996,False
mmr,,0.998,0.49621128666354797,1994,995,False
pPE50,,0.317,0.49621000558525485,634,302,False
pyrF,,0.9465,0.4961845340648679,1894,955,False
istA,,0.893,0.4961053361227406,1785,907,False
ldtMt3,,0.9975,0.49609772308435973,1993,995,False
rsbW,,0.9945,0.4960934189017375,1991,996,False
sigC,,0.99,0.4960921269431908,1977,987,False
cpfC,,0.99,0.49607640476035,1980,988,False
yfmG,,0.9915,0.49607567611599873,1982,990,False
frdC,,0.9895,0.4960712602700433,1976,990,False
vapB5,,0.9855,0.4960616138631192,1971,985,False
coaBC,,0.9655,0.496057260186571,1933,966,False
nadD,,0.9935,0.4960086826177952,1990,996,False
enc,,0.9965,0.49600017020552317,1987,993,False
panC,,0.958,0.49600007363156284,1922,959,False
end,,0.8765,0.49593552050341727,1753,857,False
kanY,,0.997,0.4959325955734406,1994,994,False
srmB,,0.9645,0.49592883007714755,1932,963,False
fadE26,,0.9935,0.49591530221570546,1982,990,False
rpmE,,0.9955,0.4959044595214526,1994,998,False
cobA,,0.706,0.4958978977497039,1412,596,False
cspC,,0.991,0.4958757721812526,1984,991,False
ilvC,,0.9835,0.4958719425404755,1975,987,False
vapC30,,0.997,0.4958390676936202,1994,996,False
purM,,0.9945,0.4958194501452705,1994,998,False
miaE,,0.998,0.4958122489959839,1996,996,False
ephA,,0.9695,0.49580688544530954,1933,981,False
prfB,,0.991,0.4957906221660836,1988,996,False
acoA,,0.9885,0.4957763828509544,1974,985,False
cysQ,,0.988,0.4957752091650507,1976,989,False
lprD,,0.999,0.4957631125705225,1994,996,False
accA3,,0.9945,0.49573824858699933,1989,994,False
iniC,,0.9745,0.49567178000563666,1943,974,False
rnhB,,0.9865,0.4955883381540348,1972,986,False
mnmA,,0.988,0.495575839117716,1981,991,False
rplD,,0.9745,0.49555275325767123,1951,975,False
lprE,,0.3485,0.4954929402692713,696,439,False
pPE42,,0.9795,0.4954907764216325,1955,973,False
yggE,,0.9775,0.4954784846552679,1953,977,False
nagD,,0.3455,0.4954435224129438,691,463,False
adhA,,0.9895,0.49543357499293855,1977,989,False
glf,,0.993,0.49541924916332164,1989,995,False
vapB36,,0.9975,0.49540523904663886,1991,995,False
mbcT,,0.9945,0.49539721599584186,1985,992,False
hupB,,0.996,0.49539699583833813,1989,993,False
sbm,,0.9905,0.4953603623326386,1982,991,False
dosT,,0.6555,0.4953497337541864,1309,539,False
yqfA,,0.993,0.4952821386556327,1986,990,False
desA1,,0.9955,0.49528047136406456,1985,993,False
aspC,,0.975,0.49527566890092345,1944,962,False
nrdI,,0.9935,0.49523094787763233,1986,995,False
gloA,,0.986,0.49520693070934746,1973,989,False
alaS,,0.9905,0.4951537655617578,1984,991,False
cysG2,,0.281,0.4951230492196879,562,392,False
fhaB,,0.995,0.4951189253243602,1989,992,False
lppY,,0.9965,0.4951054216867469,1988,992,False
frmR,,0.992,0.49508564053838455,1984,995,False
meaB,,0.994,0.4950285161962886,1988,993,False
mpt83,,0.9965,0.49499354919597505,1989,992,False
mpt53,,0.996,0.49498398336091337,1988,993,False
fadE27,,0.9805,0.4948880002091012,1956,975,False
sodA,,0.994,0.4947932059155739,1988,994,False
csm2,,0.996,0.4947803639561437,1987,993,False
rapZ,,0.9925,0.49462184755117056,1990,994,False
mdh,,0.988,0.4945932474966568,1981,989,False
fieF,,0.9775,0.494579576047466,1956,981,False
lppD,,0.4325,0.494548198453122,864,399,False
hycG,,0.973,0.4945447513695074,1943,965,False
catC1,,0.979,0.49453026374374687,1954,975,False
nadR3,,0.99,0.4944984700400269,1980,987,False
vapC7,,0.9855,0.4944635730495344,1971,983,False
clpS,,0.9945,0.4943986890248209,1991,997,False
ripD,,0.9835,0.49433290557602355,1966,980,False
echA20,,0.9925,0.49429745592887586,1983,990,False
yvlD,,0.993,0.4942848748264997,1987,990,False
mut7-C,,0.9945,0.4942463711846379,1989,993,False
trpB,,0.9915,0.49423710180731384,1986,993,False
mbcA,,0.9865,0.49421989148897577,1970,984,False
ybfO,,0.9775,0.4942144687147304,1951,974,False
nucS,,0.9885,0.4941416494558091,1976,984,False
glnX,,0.9935,0.4941377093204387,1986,994,False
treY,,0.99,0.49406234057749215,1980,990,False
khtT,,0.9945,0.493995075780509,1991,996,False
mtp,,0.989,0.49398136528246606,1976,985,False
zwf1,,0.9965,0.4939461240865453,1991,994,False
iscA,,0.9975,0.4938994454772999,1994,996,False
tsaB,,0.96,0.49387104775050683,1926,956,False
tsf,,0.9835,0.49386531522199584,1970,987,False
icd,,0.9895,0.4938402148371937,1983,993,False
aofH,,0.91,0.4938393651807136,1820,944,False
dcd,,0.996,0.49383413049181646,1991,996,False
mazF9,,0.9965,0.4938325795599255,1991,993,False
coaE,,0.992,0.49380724185443353,1987,995,False
pstB2,,0.9835,0.49378498211565214,1966,974,False
holA,,0.989,0.493693709272826,1983,994,False
frr,,0.993,0.49352341298087815,1989,997,False
grpE,,0.991,0.493517556954631,1986,994,False
whiA,,0.9895,0.49350409996731426,1982,991,False
kshA,,0.997,0.4934914773786878,1992,993,False
eccB5,,0.996,0.4934005173921493,1988,992,False
pptT,,0.991,0.49338228091942016,1980,988,False
dmpA,,0.9715,0.49335427820003236,1939,968,False
truA,,0.994,0.4932954102138392,1992,999,False
mpt64,,0.995,0.49323867272316085,1986,993,False
hpf,,0.9855,0.49320396147263984,1971,993,False
hemA,,0.989,0.49319863164954525,1978,986,False
radA,,0.988,0.4931823363367109,1978,989,False
mca,,0.997,0.49310486031768497,1989,994,False
comEC,,0.9595,0.49306001589392434,1917,947,False
vapB22,,0.9965,0.4930423426764008,1987,993,False
glnE,,0.9835,0.49301427735906195,1964,982,False
gabP,,0.994,0.492997717692187,1988,995,False
gpgP,,0.996,0.49289644918610515,1988,991,False
gabD1,,0.945,0.4928630570754031,1891,930,False
vapB4,,0.995,0.4927112657206262,1990,993,False
aroK,,0.971,0.492667875972672,1943,967,False
pPE37,,0.3835,0.49263536183259093,765,293,False
guaB1,,0.995,0.49263336558586934,1988,994,False
stf0,,0.9975,0.49260219954263734,1990,994,False
yoaK,,0.991,0.4925651560741906,1982,987,False
mku,,0.998,0.49253572340267293,1995,997,False
cmaA1,,0.9235,0.4924671133397548,1842,954,False
arfC,,0.9845,0.49243533708166887,1968,982,False
tatD,,0.971,0.4923166776054076,1947,973,False
hemW,,0.985,0.49229990649115773,1973,990,False
yejR,,0.992,0.492293914656734,1982,991,False
tauD,,0.997,0.49205618899088494,1990,992,False
mtnN,,0.5225,0.4920261306980057,1044,576,False
ftsQ,,0.9945,0.49197445982427224,1989,994,False
sdrC,,0.995,0.49187058663427463,1992,995,False
pdxT,,0.9935,0.49172370908870316,1989,995,False
rslA,,0.995,0.4916979094626238,1989,993,False
pE5,,0.9725,0.4916849473473882,1940,966,False
rpfC,,0.9965,0.49165958640509055,1991,994,False
ruvB,,0.9725,0.4914913782946781,1950,976,False
gatC,,0.991,0.4914172677905657,1987,995,False
nadE,,0.987,0.49138546321914284,1975,989,False
dgt,,0.9765,0.4913739075663333,1952,975,False
lysX2,,0.994,0.49114828847979364,1986,988,False
mntR,,0.9155,0.4908026017424513,1832,950,False
lysG,,0.9865,0.4904597558836578,1969,990,False
darG,,0.997,0.4903514272004774,1992,994,False
yiiM,,0.994,0.4902027762174417,1988,993,False
merT,,0.9935,0.49007061527466456,1985,993,False
cyp130,,0.982,0.4898890137094593,1961,981,False
prp1,,0.9475,0.4895670557955695,1889,946,False
yhaK,,0.993,0.4895424280370726,1987,991,False
lig,,0.981,0.4893626224723786,1959,975,False
ureF,,0.994,0.48901137750195955,1990,996,False
mbtN,,0.997,0.48890789287804487,1991,996,False
mazE9,,0.997,0.488571301717231,1991,993,False
resB,,0.9575,0.48767644849363645,1914,958,False
blaC,,0.9985,0.48745327677487776,1992,994,False
echA19,,0.8895,0.487425079104296,1777,913,False
ybjQ,,0.452,0.48728139103804,901,384,False
apa,,0.9545,0.48673074977011044,1907,948,False
bioF1,,0.956,0.4866843381957479,1909,955,False
phoP,,0.994,0.485539362790693,1988,991,False
espH,,0.9975,0.4850158062604082,1992,994,False
qcrA,,0.9965,0.4845153551105578,1992,995,False
aceAa,,0.315,0.4838956433637285,629,300,False
csm5,,0.6535,0.4836783044506235,1304,543,False
pfkA,,0.993,0.48028635993559743,1985,994,False
aroG,,0.967,0.47720905259201596,1930,965,False
ftsI,,0.987,0.4762952781933958,1977,986,False
fadE28,,0.983,0.47388533314529147,1964,982,False
vapB50,,0.9725,0.473286782883975,1944,955,False
cut6,,0.9965,0.47261439037422887,1990,991,False
sseA,,0.2895,0.4677167318853902,579,377,False
pE_PGRS18,,0.1165,0.4668518518518519,233,125,False
frdD,,0.1085,0.4573274566763498,216,67,False
pPE13,,0.294,0.4572000464144813,588,310,False
pE_PGRS20,,0.1225,0.45048712131322566,245,127,False
yprB,,0.111,0.4346541536322558,221,84,False
