gene_name,annotation,prevalence,lr_auroc_levofloxacin,n_train,n_pos,kept_filtered
lipV,,0.9965,0.5227661352856465,1993,998,False
narG,,0.993,0.5227565679051158,1986,991,False
radA,,0.9955,0.522716948440512,1995,997,False
trcS,,0.9995,0.5227028830632435,1998,999,False
cut4,,0.914,0.5226423460888531,1827,905,False
rlmN,,0.9415,0.5225998827561328,1884,960,False
kasA,,0.983,0.5224703053962058,1966,989,False
pE3,,0.994,0.522465871550719,1988,996,False
ddpA,,0.9675,0.5224517402983735,1935,981,False
thiO,,0.995,0.5224442170733306,1992,995,False
panE,,0.966,0.5223134460997508,1933,979,False
pdc,,0.984,0.522311662317576,1967,988,False
fbiC,,0.9635,0.5222483130904183,1925,975,False
lspA,,0.9965,0.5222367201906623,1994,997,False
glnE,,0.982,0.5220276514900113,1964,988,False
murJ,,0.978,0.5220132374400668,1959,984,False
pE_PGRS29,,0.7835,0.521945112310366,1567,824,False
drrB,,0.9975,0.5218876508036153,1994,996,False
ycjD,,0.9555,0.5217969558960317,1910,974,False
lppE,,0.9975,0.5217620481927712,1996,1000,False
pncB1,,0.9645,0.5217481010612509,1927,977,False
gltB,,0.9965,0.5217380598709958,1995,998,False
impA,,0.9985,0.5216610793340984,1996,999,False
plcD,,0.247,0.521655231560892,494,176,False
egtA,,0.9895,0.5216458108638101,1979,992,False
pPE21,,0.8115,0.5215356089850754,1623,835,False
nagD,,0.4545,0.5215273477812178,910,570,False
citB,,0.9895,0.5213629738352242,1981,991,False
eccE5,,0.9975,0.5213471074546285,1995,997,False
aspB,,0.966,0.5213301043219076,1933,957,False
cmr,,0.991,0.5213214231525524,1982,999,False
sepF,,0.9965,0.5213211199126693,1993,994,False
pPE30,,0.9375,0.5212659614528775,1873,963,False
dnaA,,0.996,0.5211878119327924,1995,998,False
dacB1,,0.9585,0.5211774421897122,1914,978,False
sLT,,0.992,0.5211562601086803,1983,994,False
glgC,,0.988,0.5210717724916508,1976,986,False
sthA,,0.939,0.5210589794656336,1878,894,False
mmpL3,,0.9765,0.5209898244502664,1953,986,False
cpaF,,0.963,0.5209491415613864,1925,980,False
lgt,,0.9855,0.5208746942885916,1973,993,False
mbtA,,0.964,0.5208344119144384,1926,978,False
mmaE,,0.9995,0.5207998579742067,1997,999,False
bioF1,,0.939,0.520790628744045,1878,973,False
glmM,,0.9655,0.5207854942966793,1936,985,False
pPE45,,0.9755,0.5207796798464879,1950,984,False
ygcG,,0.9585,0.5206536461937291,1916,967,False
amiD,,0.9955,0.5206267280175979,1991,995,False
tam,,0.9945,0.5205721146052845,1987,992,False
mbtG,,0.996,0.5205143067393134,1992,995,False
yidC,,0.9955,0.520507380222292,1994,996,False
pE_PGRS62,,0.99,0.5204202005098539,1979,992,False
fadD5,,0.988,0.5204119476075587,1976,995,False
spoVK,,0.984,0.520389170896785,1969,984,False
iniA,,0.9795,0.5202969013421582,1960,989,False
aroC,,0.9545,0.5202709069751643,1911,974,False
btlA,,0.9925,0.5202655553204648,1983,991,False
acyP,,0.9885,0.5202237821269342,1976,992,False
fieF,,0.981,0.5201325597215664,1961,979,False
dtd,,0.9905,0.5198500099280597,1982,987,False
pks1,,0.369,0.5198424409358451,737,251,False
nrdZ,,0.974,0.5197803996957917,1946,970,False
mrp,,0.972,0.5197676651000184,1942,979,False
rnz,,0.996,0.5196668239422381,1994,997,False
pckG,,0.9975,0.5196381120075899,1995,996,False
walK,,0.9745,0.5196030116358658,1949,975,False
aroG,,0.973,0.5195743290538555,1945,974,False
glpK,,0.9585,0.5195715731903064,1916,949,False
exeA,,0.9735,0.5195175827797779,1946,984,False
mmaA4,,0.9945,0.5194234009928799,1988,993,False
ndhA,,0.9555,0.519413620480014,1911,965,False
lysM,,0.9805,0.5193942088624729,1960,974,False
ppgK,,0.999,0.5193528339243617,1996,998,False
yraQ,,0.914,0.51935194976154,1827,894,False
abiEi,,0.999,0.5193250823254549,1993,995,False
lprC,,0.9985,0.5193139030814381,1997,999,False
fadD22,,0.9915,0.5192842276330045,1982,988,False
pknI,,0.9825,0.5192514675078446,1966,988,False
cobT,,0.9535,0.5191947282510125,1908,973,False
lpqT,,0.9985,0.5191693194696199,1998,999,False
espJ,,0.9285,0.5191265004359844,1858,954,False
nuoF,,0.9875,0.51911165068437,1976,996,False
tobH,,0.991,0.5190831541320725,1983,994,False
cas10,,0.997,0.5190819434108779,1989,992,False
mpt70,,0.9925,0.5189781058985524,1984,995,False
aroQ,,0.9965,0.5189300746529661,1995,996,False
htrA,,0.9795,0.5189142686020219,1958,987,False
rpsE,,0.9905,0.518898959382343,1983,993,False
ispH1,,0.99,0.5188865203633557,1978,993,False
rpsZ,,0.998,0.5188627003254253,1995,997,False
icdM,,0.998,0.518725552862099,1995,996,False
dmpG,,0.984,0.5186883616993206,1970,992,False
pfkB,,0.989,0.5186843179267422,1980,990,False
divIVA,,0.996,0.5186805772348718,1993,995,False
nimA,,0.996,0.5186534477805276,1992,997,False
hsaA,,0.996,0.5185667444099367,1993,996,False
rsdA,,0.993,0.5184936780677581,1987,995,False
egtE,,0.976,0.518480584440674,1952,988,False
pPE14,,0.94,0.5184176504609941,1879,969,False
embR,,0.9955,0.5183159774777502,1991,996,False
pcp,,0.9965,0.5183091903594435,1994,997,False
pit,,0.9925,0.5182898297153786,1983,995,False
pyrG,,0.996,0.5182545996515645,1993,995,False
ccdA,,0.9895,0.5182400715753522,1979,991,False
yjbQ,,0.9965,0.5181857129176475,1992,995,False
argC,,0.9675,0.5181730264253417,1936,982,False
ppk2,,0.9975,0.5179633901705115,1997,1000,False
glpD2,,0.9885,0.5179328000523465,1978,994,False
prfB,,0.9965,0.5178871799824547,1994,996,False
pstB2,,0.984,0.5178457705270558,1967,980,False
htdX,,0.9985,0.5177833143765007,1997,998,False
lppM,,0.9975,0.5177181494332547,1994,997,False
cobK,,0.992,0.5176786525605245,1986,994,False
pimC,,0.3175,0.5176639459611596,634,209,False
gspF,,0.911,0.517660629524542,1823,946,False
rsgA,,0.982,0.5176013732603745,1965,986,False
dinP,,0.957,0.517556474914631,1912,972,False
cydC,,0.9905,0.5175189929099246,1982,993,False
nat,,0.997,0.5174217431410698,1993,996,False
helY,,0.9675,0.5174069871552418,1935,978,False
rdgB,,0.9835,0.5173999760619419,1969,993,False
eis,,0.979,0.5173443556473849,1956,989,False
ycgM,,0.997,0.5172215041919345,1995,998,False
ctpE,,0.995,0.5172187744943556,1990,996,False
fadD1,,0.9885,0.5172000961042016,1978,993,False
pPE2,,0.619,0.5171891685336795,1238,652,False
ribA,,0.9825,0.5170125791045086,1966,985,False
purE,,0.966,0.5169438194083846,1935,978,False
nuoI,,0.9955,0.5168693832501521,1993,996,False
ilvA,,0.9675,0.5168379942961734,1939,984,False
lrpA,,0.999,0.516824439670131,1997,999,False
cas1,,0.5475,0.5167667412089944,1092,427,False
pE15,,0.993,0.516757108306404,1984,990,False
lat,,0.9985,0.5167244488977957,1998,1000,False
pstP,,0.901,0.516671996207178,1800,907,False
plcB,,0.949,0.516653773590156,1896,965,False
pE_PGRS36,,0.543,0.5166506480572213,1085,627,False
hemQ,,0.9925,0.5166437130849614,1986,992,False
yqfO,,0.969,0.5166306292872054,1938,980,False
ureA,,0.997,0.516613970167014,1995,998,False
tkt,,0.9795,0.5166027559546078,1962,990,False
hemD,,0.9845,0.5165383332235,1971,992,False
thiC,,0.994,0.5164177838113015,1990,994,False
korB,,0.996,0.516353551131777,1991,992,False
asnB,,0.992,0.5163335891563525,1985,993,False
vapB21,,0.9965,0.5162527784358099,1992,997,False
yggE,,0.9805,0.5162495678721818,1960,986,False
cobS,,0.9555,0.5162206689691788,1912,977,False
ripA,,0.994,0.5161953594679862,1987,993,False
lipJ,,0.9805,0.5161821725625899,1959,979,False
pafC,,0.945,0.5161761604795363,1889,968,False
echA12,,0.9985,0.5161520597829525,1996,997,False
manC,,0.9935,0.5160120279096183,1986,990,False
amt,,0.9315,0.5159722342332993,1864,895,False
lpqO,,0.963,0.5159501756765219,1925,979,False
proA,,0.989,0.515906925291587,1978,994,False
cinA,,0.995,0.5158119891448978,1989,993,False
ipdA,,0.9975,0.515733888351742,1996,999,False
chsB1,,0.9715,0.5157172844426732,1940,975,False
arcA,,0.9975,0.5156574410081424,1997,998,False
yjbM,,0.996,0.5156473436373377,1993,996,False
cutS,,0.998,0.5156349047141424,1997,1000,False
aftD,,0.9445,0.5156174605846379,1889,975,False
msbA,,0.9585,0.5155803387749505,1917,958,False
whiA,,0.992,0.5155717791137561,1987,994,False
hdeD,,0.998,0.5155330701483127,1996,998,False
ansP,,0.9775,0.5155305770815124,1956,974,False
cds1,,0.992,0.5155299215722177,1983,993,False
cya,,0.9565,0.515515999746088,1913,922,False
dhmA1,,0.999,0.5154649298597196,1998,998,False
uvrB,,0.966,0.5154591653175032,1933,981,False
tcrY,,0.997,0.5153519891188,1994,996,False
pknF,,0.9545,0.5153206538686202,1909,972,False
ligC,,0.996,0.515308500955583,1991,994,False
accE5,,0.5135,0.5152577360910693,1026,396,False
ald,,0.9725,0.5152555003398791,1947,956,False
vapC46,,0.9885,0.5151971483061645,1973,989,False
lprB,,0.999,0.5151042084168336,1998,1000,False
sRPBCC,,0.997,0.5150799131061526,1992,995,False
rplO,,0.996,0.5150702911747088,1995,996,False
murA,,0.994,0.5150501807232563,1991,997,False
dagK,,0.9995,0.5149579579579581,1999,999,False
recF,,0.996,0.5149446334996974,1995,997,False
esxQ,,0.7845,0.5148318437268354,1567,746,False
tsaC,,0.9985,0.5147878339261104,1997,998,False
fabD,,0.922,0.5147198525137827,1846,941,False
nahD,,0.986,0.5147043999539186,1972,984,False
pPE63,,0.9895,0.5146807140228192,1978,990,False
ureF,,0.9925,0.5146723256663016,1986,996,False
nadC,,0.9965,0.5146406152324711,1995,998,False
viuB,,0.9835,0.5146361328527238,1966,987,False
pra,,0.988,0.5145962337205933,1973,982,False
dnaE2,,0.9445,0.514585183209483,1886,969,False
adhC,,0.991,0.514572864321608,1981,995,False
ddlA,,0.9925,0.514546381119449,1985,992,False
ssd,,0.9865,0.5145454807280867,1972,988,False
hyfE,,0.9545,0.5145233187676919,1908,975,False
idsA2,,0.991,0.5145221427639518,1981,989,False
tgs3,,0.391,0.5143166755429316,782,258,False
dnaX,,0.9795,0.5141788824579435,1961,988,False
hisB,,0.9955,0.5141755588049288,1993,997,False
lpqW,,0.9935,0.5141513062277083,1988,994,False
luxR,,0.8075,0.5141372699386503,1615,815,False
pknG,,0.9445,0.5140563869738244,1889,939,False
caeA,,0.999,0.5140395791583166,1998,1000,False
log,,0.9975,0.513931855808389,1993,997,False
tig,,0.9955,0.5138150673205708,1993,995,False
bglX,,0.989,0.5137873745661253,1978,993,False
herA,,0.99,0.5136221618792122,1978,986,False
phoR,,0.9925,0.5136134484554539,1983,992,False
rpsI,,0.994,0.5135804261221593,1992,996,False
lppP,,0.9975,0.5134667529643036,1995,997,False
catC1,,0.9725,0.5134449222318063,1943,982,False
ctpC,,0.9845,0.5134367372517976,1970,992,False
coxG,,0.9965,0.5134262082730603,1992,995,False
higA,,0.9975,0.5134148819727808,1994,998,False
rho,,0.9955,0.5134068337478169,1994,996,False
sdhC,,0.995,0.5133867126798651,1991,996,False
pspE,,0.963,0.513371456185567,1930,970,False
yliI,,0.997,0.5133476582050762,1995,997,False
sdaA,,0.986,0.5133404169529602,1972,986,False
amrS,,0.997,0.5133148223600484,1994,999,False
vapC10,,0.995,0.5132384376214536,1988,996,False
mtr,,0.991,0.513198449754341,1983,993,False
glgM,,0.9875,0.5131732810512319,1973,987,False
lON,,0.9965,0.5131680446319775,1993,995,False
dapA,,0.994,0.5131113643632419,1988,994,False
zmp1,,0.994,0.5130936657102227,1988,993,False
sppA,,0.988,0.5130690383491914,1979,988,False
higB,,0.9955,0.5130355760390961,1992,996,False
vapC35,,0.998,0.5130190169707519,1995,998,False
ipdE2,,0.9605,0.5130058744610736,1920,978,False
lpqB,,0.995,0.5129921959036062,1991,997,False
esxD,,0.9905,0.5128695768939671,1983,999,False
pepA,,0.964,0.5128295691329114,1929,978,False
cgoX,,0.9275,0.5126814473714966,1851,956,False
dut,,0.996,0.5125834330300137,1993,997,False
yafJ,,0.995,0.5125460974225968,1987,992,False
mmpR5,,0.9745,0.5125060647611012,1948,950,False
cysE,,0.9905,0.512479757332118,1983,991,False
mpt53,,0.9975,0.5123771515147247,1994,997,False
virS,,0.999,0.5123573573573574,1999,999,False
esxB,,0.9975,0.5123498500006025,1996,998,False
fabG4,,0.991,0.5123123214858487,1982,995,False
fbiB,,0.9715,0.5123091594955617,1942,984,False
scpB,,0.9895,0.5122795597112084,1980,986,False
dacB,,0.991,0.5122621178546618,1986,995,False
glxK,,0.9215,0.5122228107344633,1844,944,False
lpqY,,0.998,0.5121970726623198,1994,997,False
ahpD,,0.9965,0.5121552030842025,1995,998,False
ispF,,0.996,0.512130171859611,1994,997,False
mmpL4,,0.972,0.5120943500074092,1944,970,False
resB,,0.9385,0.512083267956913,1877,974,False
serB1,,0.9795,0.5120586847993055,1958,992,False
ptpA,,0.995,0.5120396071206355,1990,996,False
pPE29,,0.9145,0.5119934960285485,1828,952,False
apa,,0.94,0.5119929965254784,1879,968,False
pfkA,,0.9955,0.5119877219598494,1992,995,False
vapC18,,0.9995,0.5119779439098759,1998,999,False
ftsQ,,0.9975,0.511946816556035,1997,998,False
pPE61,,0.958,0.5119127352058903,1915,965,False
uvrA,,0.9935,0.5118585887182391,1989,995,False
raaS,,1.0,0.511825639453267,1998,999,False
ldtMt1,,0.999,0.51179362733483,1996,998,False
lppI,,0.994,0.5117828830007435,1986,993,False
gltP,,0.979,0.511663649500994,1958,973,False
proC,,0.9945,0.5116441621617253,1990,994,False
comFC,,0.9785,0.5115142928838795,1956,986,False
pE_PGRS60,,0.328,0.5115107308963894,655,314,False
treY,,0.9925,0.5115059448396843,1985,992,False
coaA,,0.9965,0.511448172171826,1995,997,False
mazF6,,0.999,0.5114202378731437,1997,998,False
rsmE,,0.965,0.5114153901069127,1929,977,False
fadD3,,0.965,0.5113770139634801,1930,980,False
tra8,,0.999,0.5113551990428868,1998,999,False
cobG,,0.951,0.5113047099450879,1901,974,False
pgsA1,,0.9985,0.511289178625862,1994,995,False
purT,,0.9625,0.511272406516181,1926,967,False
iap,,0.9715,0.511232954388588,1941,982,False
istB,,0.2175,0.5111508520934147,438,147,False
fadE29,,0.9945,0.5111225816899199,1988,995,False
cadC1,,0.996,0.5111021842477712,1992,998,False
cei,,0.979,0.5110986127908994,1957,978,False
vapB27,,1.0,0.5109844844844844,1999,999,False
infC,,0.987,0.5109818326503657,1975,987,False
devS,,0.994,0.5109577725110815,1989,992,False
lppL,,0.999,0.5109089089089088,1999,999,False
fadA5,,0.978,0.5108892921960072,1955,986,False
mobA,,0.9965,0.5108872363200296,1994,998,False
tatD,,0.966,0.5108691118291231,1934,977,False
lppA,,0.4165,0.5108528528528529,833,333,False
ettA,,0.9895,0.5108430419227594,1981,991,False
ubiC,,0.994,0.5108258023990923,1987,992,False
bacA,,0.995,0.5107270126784806,1990,994,False
hisE,,0.9985,0.5107111119135168,1997,998,False
sigF,,0.9975,0.510690048766201,1997,998,False
moaE1,,0.993,0.510637575010167,1986,997,False
mca,,0.997,0.5106364319087917,1992,997,False
apeB,,0.99,0.5106363361625186,1976,991,False
accA3,,0.9965,0.5106246522918806,1994,997,False
spoIIM,,0.9945,0.5106007584151183,1991,998,False
rfbD,,0.9595,0.5105850800569603,1920,976,False
eccD1,,0.9925,0.5105757036242135,1984,988,False
mutM,,0.995,0.5105613215915872,1992,996,False
gabD1,,0.93,0.5104609404266931,1860,934,False
ddaH,,0.9965,0.5104283734738352,1993,996,False
srmB,,0.9555,0.5104166666666666,1912,976,False
pdxS,,0.995,0.5103514560755585,1991,996,False
rplC,,0.9935,0.5103244971839067,1990,994,False
blaI,,0.997,0.5102567220700177,1995,997,False
uppP,,0.998,0.5102397191574725,1997,997,False
pPE10,,0.884,0.5102168268264808,1768,891,False
fadD26,,0.9955,0.510122326779333,1992,995,False
fbpA,,0.993,0.51009077646296,1987,992,False
zur,,0.999,0.510041124332834,1996,998,False
rslA,,0.995,0.5100190289762166,1989,998,False
jefA,,0.994,0.5099428393118024,1987,994,False
thyX,,0.9825,0.5098720538720538,1965,990,False
purB,,0.9915,0.5098641242616992,1986,992,False
mctB,,0.994,0.5098625847269356,1988,997,False
pks18,,0.9975,0.5098432848747045,1993,996,False
pruA,,0.9915,0.5098269123394752,1985,995,False
fadD12,,0.9965,0.5097974844160683,1993,998,False
atpD,,0.996,0.5097813520883936,1993,997,False
ldcC,,0.9915,0.5097383706145034,1983,993,False
hemB,,0.9945,0.5096932287294915,1990,993,False
eccA1,,0.997,0.5096690674432938,1993,996,False
gmhB,,0.989,0.5096307553754362,1977,990,False
ctaG,,0.9965,0.5096222595945661,1993,998,False
ctaE,,0.9975,0.5096205643394398,1995,999,False
pyk,,0.994,0.5095892254938079,1988,994,False
ureC,,0.9685,0.5095295883123925,1936,978,False
prcB,,0.998,0.5095155275515997,1997,998,False
gdh,,0.989,0.5094930879348952,1977,988,False
kshA,,0.999,0.5094754072709985,1997,998,False
kdpB,,0.9945,0.509436339736456,1992,996,False
adoK,,0.9795,0.5094154253489415,1959,989,False
mntH,,0.994,0.5094127579547638,1989,995,False
speE,,0.9685,0.5093906160736851,1941,982,False
lipZ,,0.9955,0.5093795705962684,1990,996,False
nusA,,0.9955,0.5093320067418268,1992,996,False
fumC,,0.9935,0.5093073407237192,1990,995,False
folD,,0.986,0.509292688109568,1974,991,False
thiD,,0.9935,0.5092883936786549,1989,995,False
kdpC,,0.997,0.50928333142762,1997,998,False
lpqH,,0.999,0.5092805518230943,1998,999,False
ispD,,0.9975,0.5092730551282927,1996,998,False
rplX,,0.9955,0.5092652455358042,1993,997,False
dinB2,,0.995,0.509157457306654,1989,995,False
cyp139,,0.994,0.5090386748607332,1988,996,False
cbs,,0.982,0.5090050161228811,1962,989,False
trxB,,0.9935,0.508991584306224,1988,993,False
ychF,,0.991,0.5089913669882729,1985,993,False
efpA,,0.9985,0.5089713495126525,1996,998,False
sufR,,0.931,0.5088727638479775,1859,961,False
fadE25,,0.987,0.5088581333349759,1974,993,False
rnj,,0.9835,0.5088017237097016,1966,982,False
mbtM,,0.9965,0.5087947170206931,1992,996,False
paaX,,0.9925,0.5086988665866164,1986,994,False
erp,,0.9505,0.5086746416152154,1900,976,False
pE_PGRS34,,0.8555,0.5086541833804608,1710,888,False
lipM,,0.986,0.5085939908341726,1973,988,False
prpB,,0.9925,0.5085594292292606,1985,991,False
pnbA,,0.9855,0.5084187533242793,1968,985,False
cpsY,,0.9975,0.5083889860536382,1992,995,False
qcrC,,0.999,0.5083762525050101,1998,998,False
pth,,0.9945,0.5083647928710755,1992,995,False
lppK,,0.998,0.5083645770018516,1997,998,False
irtB,,0.991,0.5083578973789169,1980,987,False
lysG,,0.986,0.5083365595693593,1971,988,False
ureH,,0.997,0.5083221719821552,1993,995,False
pimB,,0.9925,0.508271661336988,1985,995,False
mmsA,,0.978,0.5081977583070201,1956,986,False
ftsY,,0.9925,0.508177724266893,1985,991,False
msrB,,0.9955,0.5081554905680897,1993,996,False
der,,0.971,0.5081351563494421,1942,980,False
gadA,,0.991,0.5080676662665554,1983,995,False
nei1,,0.9985,0.5079291929843583,1996,997,False
bioD,,0.9555,0.5079117457731769,1912,978,False
modF,,0.996,0.5078189263076403,1992,996,False
pcrA,,0.993,0.507808957604612,1988,996,False
pPE65,,0.953,0.5077667167543201,1903,968,False
cyp125,,0.9975,0.5077428876398504,1994,997,False
yhbS,,0.995,0.5077077308383905,1991,997,False
nrp,,0.987,0.5077050074061883,1972,992,False
mbtD,,0.993,0.5076934544787041,1986,997,False
apt,,0.986,0.5075876872413113,1974,992,False
pgm,,0.99,0.5075676505951787,1983,994,False
cyp137,,0.992,0.5075600675441987,1983,988,False
ctpI,,0.809,0.5075546142023688,1618,833,False
ybfO,,0.967,0.5075364159964293,1931,979,False
mutY,,0.941,0.5075352348008291,1883,967,False
caeB,,0.974,0.5075251303298175,1948,985,False
fer,,0.9975,0.5075150300601202,1996,998,False
fadB2,,0.9955,0.507500903115395,1991,993,False
recG,,0.994,0.507494255195576,1990,995,False
ctaB,,0.996,0.5073416477549036,1987,992,False
thiS,,0.9955,0.5073181391564251,1993,996,False
pdxI,,0.994,0.5072603923759554,1988,992,False
ytcJ,,0.9395,0.5072275440410747,1879,967,False
trpC,,0.9965,0.5071983162304509,1993,995,False
cyp123,,0.8515,0.5071307420201627,1702,879,False
brkB,,0.9965,0.5071252915372623,1993,997,False
valS,,0.994,0.507096408528038,1988,993,False
tyrS,,0.9885,0.507070707070707,1981,990,False
kstR2,,0.999,0.5070530991451911,1998,999,False
pdxT,,0.994,0.5070442899493239,1989,996,False
rpsG,,0.996,0.5069497068359387,1995,997,False
dmpA,,0.963,0.5069365186414885,1924,976,False
qcrB,,0.996,0.5069052539143535,1993,997,False
vapB41,,1.0,0.5068401803607214,1998,998,False
tpx,,0.993,0.5067889714926012,1987,994,False
prpR,,0.981,0.5067397907175103,1961,980,False
hemA,,0.9925,0.5067244513357813,1988,994,False
modA,,0.996,0.5067182557886858,1994,998,False
rsmI,,0.9765,0.5066850236631523,1955,981,False
esxE,,0.9895,0.506642865833024,1978,991,False
yrvD,,0.9995,0.5066422845691383,1998,998,False
yejR,,0.9955,0.5066383358206239,1989,996,False
pbpB,,0.9965,0.5066220549986111,1990,995,False
mnmA,,0.9935,0.5065341850298578,1990,994,False
pknD,,0.914,0.5065089967284624,1829,917,False
fadD21,,0.999,0.5064989698836551,1996,998,False
pknE,,0.9955,0.5064913332963715,1992,997,False
ybjN,,0.9735,0.5064691231272339,1946,972,False
gmhA,,0.9615,0.5064630783438909,1921,964,False
proP,,0.987,0.5064095918042631,1974,985,False
mmcO,,0.9925,0.506405926737252,1986,996,False
whiB5,,0.996,0.5063377187444762,1990,995,False
cyp135B1,,0.979,0.50633612847912,1956,986,False
iscS,,0.9975,0.506335817928442,1996,998,False
whiB3,,0.999,0.506332832832833,1999,1000,False
pncB2,,0.975,0.5063125522531726,1948,987,False
mycP1,,0.9875,0.5062643713558347,1974,990,False
terC2,,0.9975,0.5062171376268125,1992,996,False
pks11,,0.958,0.5061806637102075,1916,973,False
cfp6,,0.9935,0.5061798642510968,1985,994,False
murB,,0.9825,0.5061592652097406,1967,989,False
pyrR,,0.978,0.5061357982954783,1958,986,False
bpa,,0.9995,0.5061307615230461,1998,998,False
vapB48,,0.999,0.5060817330356409,1997,998,False
menB,,0.997,0.506050774392483,1994,995,False
darG,,0.999,0.5060019939779459,1997,998,False
rimM,,0.997,0.505998468347866,1995,996,False
fprA,,0.9935,0.5059860795915059,1987,995,False
yhjD,,0.9965,0.5059431111218421,1994,998,False
eccD5,,0.989,0.5059106522872724,1976,993,False
hrcA,,0.9935,0.5059044023175197,1990,996,False
bpoC,,0.9985,0.5059009694413903,1995,998,False
vapC45,,0.9715,0.5058893339267171,1943,980,False
rlmB,,0.882,0.5058718088972093,1765,883,False
furA,,0.993,0.5058359405503806,1986,991,False
rsfA,,0.9965,0.5057836556647431,1994,996,False
proZ,,0.983,0.5057786190576836,1965,993,False
erg3,,0.996,0.5057382621176723,1990,997,False
paaY,,0.9965,0.5057237037746405,1992,995,False
iniC,,0.967,0.5057172318115549,1934,981,False
gpm2,,0.999,0.505692384769539,1998,998,False
acg,,0.9995,0.5056706656506056,1996,997,False
sdrC,,0.9985,0.5056421421421421,1999,1000,False
tlyA,,0.975,0.5056142248067316,1950,977,False
pE_PGRS44,,0.281,0.5056063177130923,561,235,False
recO,,0.991,0.5055839916108285,1986,997,False
sigJ,,0.9825,0.5055578312066078,1964,979,False
htdZ,,0.9975,0.5055361809045227,1995,995,False
ribE,,0.9955,0.5055241135537406,1993,995,False
sepH,,0.994,0.5055135163555182,1989,997,False
pcnB,,0.9905,0.5055127084100688,1980,991,False
cwsA,,0.9865,0.505507773564742,1973,990,False
vapB28,,0.9995,0.5054924794664535,1998,999,False
vapB34,,0.9995,0.5054834834834835,1999,999,False
pepP,,0.9775,0.5054489033047531,1954,982,False
prp1,,0.937,0.5054450871282554,1871,962,False
vapB24,,0.9985,0.5054393070425135,1997,998,False
idi,,0.9985,0.5054378025319909,1997,999,False
glpD1,,0.9715,0.5054360380713403,1943,982,False
ldtMt5,,0.991,0.5054252144171407,1982,991,False
yoaK,,0.999,0.5053927855711424,1998,1000,False
fadA4,,0.994,0.5053616894270713,1985,996,False
scoA,,0.9975,0.5052871807872774,1994,998,False
lsr2,,0.9705,0.5052867874953765,1940,978,False
espH,,0.998,0.5052620270601325,1996,998,False
ftsX,,0.997,0.505248712068068,1995,997,False
zwf,,0.996,0.5052416769346115,1995,998,False
cobH,,0.9575,0.5052413406309467,1915,976,False
ung,,0.9915,0.5052372763320588,1985,994,False
truB,,0.9545,0.5052165089812148,1910,975,False
nicT,,1.0,0.5051881881881881,1999,999,False
menD,,0.954,0.5051669613150469,1909,974,False
dhmA2,,0.9955,0.5051372907104532,1990,992,False
hns,,0.9885,0.5051329101876318,1977,991,False
mntR,,0.9415,0.5050226637200073,1884,964,False
esxS,,0.7395,0.5049563298703688,1475,745,False
vapB14,,0.997,0.5049314610498162,1993,997,False
dprE2,,0.9975,0.5049270177634206,1994,997,False
cysH,,0.9955,0.5049099770207823,1990,995,False
ipdC,,0.9745,0.5048728411463275,1948,990,False
trpA,,0.994,0.5048400958514908,1989,994,False
thiL,,0.969,0.5048397302064781,1938,982,False
amiB2,,0.986,0.5047920197529239,1971,989,False
vapB19,,0.997,0.5047849371407395,1993,996,False
fadD13,,0.997,0.504781925660366,1993,995,False
glmU,,0.991,0.5047738499615251,1985,994,False
guaB1,,0.992,0.5047386275474244,1986,995,False
ipdE1,,0.9925,0.504719210050576,1984,993,False
vapC23,,0.9985,0.5047043030994887,1996,997,False
lppU,,0.9985,0.5047016048144434,1997,997,False
pPE40,,0.773,0.5046584762956388,1544,781,False
tcmP,,0.8995,0.5046542124651089,1797,876,False
mpt64,,0.9925,0.5046322239547802,1985,993,False
pPE51,,0.9915,0.504619250096637,1983,995,False
thiE,,0.96,0.5045959104186953,1923,975,False
xPB,,0.9805,0.5045908463351085,1963,985,False
inhA,,0.996,0.5045867162320612,1991,993,False
gcvP,,0.993,0.5045610732413326,1988,995,False
mazE9,,0.999,0.5045561593657786,1997,998,False
nagA,,0.9585,0.5045534055769471,1922,977,False
vapC9,,0.9985,0.5045356289087483,1996,999,False
sucC,,0.9955,0.5045165602167707,1992,996,False
vapC14,,0.9985,0.5045055039939599,1996,998,False
iunH,,0.9825,0.5045036862025367,1963,986,False
htm,,0.997,0.5044681784045604,1992,997,False
echA14,,0.965,0.5044624042042611,1929,977,False
folB,,0.996,0.5044019923537996,1995,996,False
ilvB1,,0.9755,0.5043644324816136,1949,981,False
holA,,0.992,0.5043574728481115,1987,992,False
vapB10,,0.9965,0.5043430001412685,1991,996,False
chsH3,,0.998,0.5043250995471384,1995,998,False
vapC12,,0.996,0.5043240404349948,1992,994,False
coaE,,0.9905,0.5043183342479117,1984,994,False
mutT3,,0.973,0.5042954409799436,1946,985,False
suhB,,0.9945,0.5042713654214035,1989,996,False
iniB,,0.908,0.5042335851474957,1816,932,False
lppJ,,0.9705,0.5042093175434795,1941,948,False
cspA,,0.9985,0.5041975843579051,1997,998,False
fadD10,,0.9995,0.5041183468037175,1997,998,False
ilvG,,0.9885,0.5041130826525955,1977,991,False
vapB2,,0.999,0.5041038032019995,1997,998,False
mftD,,0.9955,0.5040996565996312,1993,998,False
ycjU,,0.9785,0.5040619603328275,1955,985,False
purH,,0.9725,0.5040386361099352,1949,983,False
