gene_name,annotation,prevalence,lr_auroc_ethambutol,n_train,n_pos,kept_filtered
rpsI,,0.991,0.5309245117834895,1988,995,False
gadA,,0.995,0.5308909911079379,1986,992,False
frsA,,0.9735,0.5308893597853052,1945,979,False
lppL,,0.998,0.5308856216891883,1992,995,False
folC,,0.982,0.530835881753313,1963,982,False
ldcC,,0.9905,0.5307394677723825,1981,993,False
purB,,0.9875,0.5306967552164721,1979,990,False
sucB,,0.993,0.5306369466800805,1986,992,False
esxB,,0.9955,0.530607447342026,1989,997,False
rpsA,,0.99,0.5305480714762845,1985,994,False
ripB,,0.9975,0.5304866761635721,1994,996,False
mgtC,,0.997,0.5304846641073312,1994,996,False
tkt,,0.9785,0.5303471992537883,1958,979,False
folD,,0.9825,0.5303225467665011,1971,987,False
pyrC,,0.98,0.5302795790191955,1961,983,False
ipdA,,0.9985,0.530236354709775,1996,997,False
ogt,,0.9875,0.5302230682720978,1969,979,False
embR,,0.9955,0.5302013592635889,1988,993,False
mtc28,,0.991,0.5301576677458094,1980,989,False
acyP,,0.989,0.5300646295094891,1974,986,False
esxL,,0.453,0.5298922778691141,906,491,False
ddlA,,0.995,0.5296963230998897,1986,994,False
iap,,0.9805,0.5296873758473744,1956,978,False
ligC,,0.997,0.5296383299798793,1994,994,False
tra8,,0.998,0.5295963786870221,1993,998,False
papA3,,0.9985,0.529557012746783,1992,995,False
mycP,,0.1835,0.5295440636474908,367,152,False
mngR,,0.993,0.5293570603489278,1986,993,False
fadE29,,0.9935,0.5290700563562257,1986,993,False
dnaB,,0.963,0.5289483405929707,1930,972,False
tcrY,,0.995,0.5288481683341176,1988,995,False
ydbT,,0.9565,0.5288276766683062,1913,963,False
pE_PGRS20,,0.103,0.5287997730067152,206,97,False
fadD30,,0.5645,0.5285937625808529,1127,424,False
arcA,,0.9955,0.5285759107723916,1988,993,False
hsaA,,0.9965,0.5284273080022414,1994,997,False
der,,0.973,0.5283489283177173,1951,979,False
espG2,,0.984,0.5282797733523584,1967,995,False
lppV,,0.9975,0.5282525685069596,1992,996,False
xylB,,0.9815,0.5282313189172967,1966,985,False
fadD5,,0.99,0.5281797923400922,1980,996,False
nimA,,0.996,0.5281240540049645,1991,995,False
glpX,,0.9905,0.5281224543825349,1982,992,False
manC,,0.9945,0.5281107428110131,1981,988,False
mftF,,0.996,0.5280641120147591,1993,996,False
pgsA1,,0.998,0.5278947288997541,1994,995,False
panE,,0.971,0.5278455086831843,1945,977,False
exeA,,0.978,0.5276782955756342,1951,978,False
gltD,,0.994,0.5276513056182006,1987,993,False
fadD1,,0.9915,0.5276430154531248,1979,994,False
eccA1,,0.9965,0.5276262494778076,1991,993,False
tig,,0.991,0.5275931241371772,1988,994,False
kdpC,,0.9925,0.5275022547389963,1989,996,False
dnaX,,0.9795,0.5274704142320208,1959,982,False
pbpB,,0.997,0.5274034446289148,1989,991,False
arfA,,0.998,0.5273518252455064,1996,997,False
amiD,,0.995,0.5273417337946011,1990,995,False
blaI,,0.9945,0.5273354242751469,1989,993,False
metK,,0.9865,0.5272731556749369,1976,989,False
sepF,,0.9945,0.5272389537138795,1990,992,False
mpt70,,0.992,0.5272380574972322,1979,991,False
mprA,,0.998,0.5271447508354208,1992,995,False
mftD,,0.993,0.5271199748743719,1987,992,False
mycP3,,0.9645,0.5271086740855763,1926,966,False
purE,,0.97,0.5271053604907726,1940,974,False
pE15,,0.9905,0.5270818621882452,1977,987,False
pepD,,0.9535,0.527054268703538,1903,958,False
cobB,,0.397,0.5269243616257666,794,527,False
aftD,,0.955,0.5269048880000088,1910,959,False
zur,,0.998,0.526883360926152,1993,996,False
pE_PGRS18,,0.1065,0.5268420104485678,213,122,False
punA,,0.981,0.5267816246659925,1958,981,False
tal,,0.9945,0.52677123397922,1989,993,False
ytcJ,,0.952,0.5267534645131787,1903,957,False
fhaA,,0.997,0.5267450592984985,1992,995,False
pit,,0.9905,0.5267233208073878,1980,989,False
pssA,,0.968,0.5266748745388398,1938,974,False
espG,,0.997,0.5266104578958404,1992,996,False
gspF,,0.915,0.5265848963268907,1832,927,False
cobS,,0.963,0.5265672716920582,1926,968,False
nadC,,0.993,0.5264332812167657,1992,999,False
bDS1,,0.993,0.5263969764155539,1985,992,False
esxE,,0.99,0.5263479616140405,1979,988,False
vapC48,,0.9975,0.5262873784293802,1992,996,False
secD,,0.992,0.5262848000519768,1985,992,False
car,,0.9925,0.52627177204642,1984,994,False
pknG,,0.971,0.5262623406962125,1940,973,False
pra,,0.9835,0.5262198315491791,1960,981,False
pyrG,,0.994,0.5261992694395673,1991,995,False
mmpL1,,0.907,0.5261959220378082,1811,944,False
mET17,,0.9915,0.5261293980879292,1984,992,False
nuoI,,0.995,0.5260721924810576,1993,997,False
sdaA,,0.992,0.5260005070885481,1982,989,False
lpqB,,0.997,0.5259221439418658,1993,997,False
pPE61,,0.9535,0.5259209656084656,1905,960,False
ppgK,,0.997,0.5258231896091093,1990,993,False
lppM,,0.9975,0.5257476057203869,1989,992,False
tsaC,,0.994,0.5256842258369494,1990,994,False
bioB,,0.991,0.5255262869081686,1984,992,False
mbtA,,0.974,0.5255136135342322,1945,975,False
fadD29,,0.9485,0.5255092945418244,1895,932,False
narG,,0.9935,0.5254809724728875,1984,988,False
csm5,,0.6125,0.5254748130379568,1221,475,False
higB2,,0.993,0.5254459921798632,1982,990,False
lpqA,,0.9975,0.5254059497547535,1990,994,False
pE_PGRS8,,0.8055,0.5254011149111651,1610,796,False
ahpD,,0.997,0.5253118794133403,1993,996,False
cgoX,,0.94,0.5252681833315851,1873,941,False
fabG4,,0.9915,0.5252423530369149,1983,993,False
clpC,,0.989,0.5251231673294948,1977,986,False
apa,,0.949,0.5250495449431888,1896,953,False
glpK,,0.962,0.5250300628218609,1926,951,False
uvrA,,0.9905,0.5249475348774693,1982,991,False
nuoG,,0.951,0.5248620520135004,1905,958,False
rplO,,0.992,0.5248136537083801,1984,995,False
yloV,,0.5705,0.5247279134312534,1139,630,False
mmpS1,,0.905,0.5246860639812861,1809,932,False
mbtE,,0.9745,0.524667063824034,1946,974,False
zmp1,,0.9915,0.5245287126215094,1983,996,False
ureH,,0.996,0.524490305594202,1989,992,False
eccA2,,0.924,0.5244849059444606,1845,952,False
cyp142,,0.9895,0.524431739176666,1978,996,False
amt,,0.9675,0.5242935049394771,1930,949,False
fadD22,,0.99,0.5242153066951839,1978,989,False
pPE45,,0.9775,0.5240548004514511,1951,974,False
ispF,,0.996,0.5240425090532643,1993,996,False
lppQ,,0.9955,0.5240179772099935,1989,995,False
sigI,,0.989,0.5239913373436706,1976,988,False
vapC1,,0.998,0.523916378690248,1994,995,False
walK,,0.975,0.5237658834925639,1947,978,False
btlA,,0.992,0.5236449428562674,1979,989,False
pecA,,0.8325,0.5236084722592306,1662,836,False
ddpA,,0.9685,0.5234808024445329,1940,975,False
chsB1,,0.9605,0.523366838286279,1914,965,False
impA,,0.998,0.523329023214221,1993,997,False
nusA,,0.9895,0.5232952010060444,1986,996,False
accC,,0.9685,0.5232842771426013,1937,973,False
fadA,,0.9795,0.5232628748681447,1958,981,False
cysK,,0.9795,0.5232476897045426,1960,985,False
lprA,,0.9965,0.5231984978096423,1990,997,False
fadD13,,0.9985,0.5231696787148595,1996,996,False
ssd,,0.984,0.5231427327028373,1964,984,False
murA,,0.9825,0.5230693364716802,1965,976,False
pgi,,0.9895,0.5230527367273201,1983,991,False
istB,,0.255,0.5230324702758162,515,252,False
papA1,,0.989,0.5230214919899832,1975,989,False
tilS,,0.9675,0.5230002264821764,1935,968,False
accA1,,0.9855,0.5228573496267808,1967,987,False
treZ,,0.927,0.5228569867625109,1856,958,False
lpqL,,0.998,0.5228554268623323,1994,997,False
whiB5,,0.994,0.5228411801453885,1986,992,False
mbtJ,,0.9965,0.5228385197814985,1990,992,False
rnj,,0.985,0.522720263131748,1966,974,False
lipM,,0.987,0.5225979847137475,1973,982,False
ruvA,,0.9785,0.5225232643463469,1959,983,False
dinB1,,0.9865,0.5222153762599171,1972,989,False
raaS,,0.998,0.5221406668759205,1994,996,False
helY,,0.976,0.5220559838430223,1947,974,False
hrcA,,0.9885,0.5220044097586061,1980,989,False
dut,,0.992,0.5218545553180465,1988,996,False
tra5,,0.89,0.5217867331204576,1775,906,False
serB1,,0.967,0.5217643610597011,1932,971,False
hisI,,0.996,0.5217624846511507,1996,999,False
ychF,,0.9845,0.521751455794009,1977,987,False
dinB2,,0.9965,0.521747633102692,1992,996,False
argH,,0.976,0.5215293946677567,1956,979,False
eccC3,,0.9855,0.5215291979095661,1968,990,False
rnz,,0.994,0.5215226342461747,1985,992,False
pE35,,0.9955,0.5214993913215803,1989,996,False
dhmA2,,0.9955,0.5212904100798864,1988,991,False
deoA,,0.982,0.5211342546314807,1960,984,False
glmS,,0.992,0.521120159028072,1991,996,False
mmpL7,,0.9925,0.5210767878649784,1983,991,False
hemQ,,0.9925,0.5210437282315028,1983,992,False
eis,,0.9815,0.5209732095067282,1958,981,False
glnE,,0.9855,0.5208987441130298,1968,988,False
ftsY,,0.99,0.5208603624181514,1985,995,False
rpoA,,0.99,0.5208251873574455,1982,990,False
fadD10,,0.9895,0.5207468496701999,1975,992,False
proB,,0.954,0.5207189907212886,1912,960,False
cDA1,,0.9965,0.5207016632225996,1993,997,False
ppsE,,0.971,0.5206826771419218,1940,974,False
lppC,,0.9945,0.52068188022608,1989,994,False
lig,,0.983,0.5206338715391803,1965,983,False
ilvX,,0.9595,0.5206160645315125,1908,961,False
pccA,,0.9745,0.5205899698801525,1949,985,False
lat,,0.996,0.5205566346572447,1990,993,False
mas,,0.9465,0.5204206743946178,1891,937,False
sdhC,,0.9935,0.5203969306822902,1992,994,False
trpE,,0.992,0.5202619141254168,1984,993,False
nit2,,0.986,0.5201175114212964,1973,986,False
yliI,,0.9955,0.5200464837216068,1990,994,False
bluB,,0.995,0.519998082783395,1991,996,False
ripA,,0.995,0.5199746215989405,1989,995,False
mycP1,,0.9915,0.5199688807264564,1980,990,False
vapC12,,0.9915,0.5198585236113034,1982,994,False
acg,,0.998,0.5198568790118087,1993,994,False
sLT,,0.9855,0.5197783132033897,1971,990,False
htpG,,0.9935,0.5197579633048323,1988,996,False
vapB48,,0.998,0.5197302234992072,1994,996,False
ald,,0.973,0.5196795359452264,1946,956,False
malQ,,0.979,0.5196718552005921,1956,982,False
sseA,,0.3105,0.519668157025077,620,403,False
fadE25,,0.9885,0.519467227824917,1975,993,False
xPB,,0.984,0.5194610515073648,1966,983,False
rho,,0.9935,0.519336563185761,1987,993,False
sbcC,,0.9555,0.519250569575885,1911,960,False
abiEi,,0.9955,0.5192392480864613,1982,991,False
yHI9,,0.9955,0.5191395097675682,1987,993,False
uvrB,,0.969,0.5191325391865521,1940,974,False
kdpB,,0.991,0.5190574466682556,1986,995,False
eccC5,,0.9955,0.5190032858707558,1986,990,False
pE_PGRS62,,0.98,0.5189839175636749,1957,983,False
lucA,,0.9945,0.5188374465604353,1988,996,False
cyp137,,0.992,0.5188000081541959,1981,990,False
thiD,,0.9915,0.5187301006032123,1983,990,False
recA,,0.9885,0.5187025627424261,1984,993,False
nrp,,0.987,0.5186535736937916,1971,987,False
thiL,,0.9725,0.5186341642910919,1945,977,False
lipR,,0.929,0.5185856160012994,1857,942,False
vapB34,,0.998,0.5185728600057258,1992,994,False
aroE,,0.8505,0.5185362928245357,1700,872,False
nadB,,0.987,0.5185231713270786,1979,993,False
comFC,,0.981,0.5184982186900521,1963,984,False
inhA,,0.997,0.5184842790476594,1993,994,False
murF,,0.994,0.5184600435983613,1989,993,False
yqeY,,0.9955,0.5184460733661205,1990,993,False
yajC,,0.991,0.5183786505538771,1985,992,False
yccF,,0.9955,0.5183477138242035,1993,997,False
ipdE2,,0.972,0.5183124781470847,1943,973,False
rpsO,,0.9895,0.5181861373594467,1985,997,False
ettA,,0.983,0.5180918783220786,1971,993,False
leuB,,0.987,0.5180613005688841,1979,990,False
zupT,,0.9925,0.5179610445623515,1983,991,False
lipN,,0.9965,0.5179427334023536,1991,993,False
dinP,,0.969,0.5179114363548957,1935,970,False
rsfA,,0.992,0.5178849097030915,1980,990,False
esxH,,0.999,0.5178749282131397,1996,998,False
fbiC,,0.966,0.5178154054752065,1928,968,False
cut3,,0.9955,0.5177683867637409,1986,993,False
cobD,,0.942,0.5176734494245775,1884,946,False
pepA,,0.974,0.5175606261591107,1950,977,False
miaA,,0.9825,0.5175163087865849,1967,985,False
fadE34,,0.962,0.5172270561918317,1923,964,False
bioF1,,0.9545,0.5172216014160971,1908,957,False
cyp141,,0.9885,0.5171929191682342,1970,985,False
ppx1,,0.997,0.5171852240137499,1992,995,False
parB,,0.9945,0.516956396828677,1992,997,False
php,,0.992,0.5169325398759055,1985,992,False
desA3,,0.992,0.5168700119255115,1981,991,False
mtr,,0.989,0.5167542767603885,1975,989,False
idi,,0.995,0.5167390261538727,1986,993,False
ydfJ,,0.4375,0.51663966230333,875,376,False
pstB2,,0.9805,0.5166367093558347,1961,977,False
pks18,,0.9955,0.5166199611766946,1987,991,False
chaA,,0.9975,0.516617120437618,1993,996,False
pPE29,,0.912,0.5165795618142005,1819,934,False
secA,,0.9595,0.5165610360980986,1924,969,False
mbtI,,0.9975,0.5165234396657309,1992,995,False
speE,,0.9725,0.5164662673115783,1946,979,False
miaB,,0.9325,0.5163728420737141,1870,943,False
mmpL4,,0.9795,0.5163552818668451,1956,980,False
pknD,,0.944,0.5163056895971272,1888,950,False
bglX,,0.9865,0.5162898482289962,1974,989,False
yoaK,,0.9955,0.5162589234694288,1994,996,False
ybfO,,0.975,0.5162514508810804,1947,975,False
htdZ,,0.996,0.5162474016669695,1991,995,False
apeB,,0.9895,0.5162324743832707,1975,991,False
luxR,,0.785,0.5162063953488373,1572,860,False
gltP,,0.9835,0.5161877844844647,1970,978,False
frdD,,0.1045,0.5161719096145326,209,61,False
lspA,,0.992,0.5161498806478854,1984,993,False
htrA,,0.985,0.5159612461027081,1970,985,False
nahD,,0.985,0.5159524694800768,1968,990,False
dnaA,,0.9905,0.5159430849447647,1984,993,False
ffh,,0.977,0.5158317698561601,1959,984,False
espG1,,0.9965,0.5157691065770621,1991,995,False
lipE,,0.993,0.5156569933420888,1986,995,False
rpsE,,0.9875,0.5155874538956867,1977,989,False
nei1,,0.998,0.5155481817907172,1993,995,False
papA5,,0.9945,0.5155333117198897,1987,992,False
rne,,0.9675,0.515486199875391,1933,966,False
sadH,,0.937,0.515457546096062,1875,955,False
trmA,,0.9865,0.5154513760183194,1971,984,False
gabD1,,0.954,0.5153698915822704,1908,959,False
murB,,0.982,0.515295541674929,1968,984,False
korA,,0.9975,0.5152527935565491,1992,995,False
pnp,,0.986,0.5152318524658952,1977,990,False
dgt,,0.975,0.5150167338656547,1948,975,False
gdh,,0.9765,0.514941231366812,1951,984,False
ask,,0.998,0.514936375391234,1993,996,False
rdgB,,0.983,0.5148483433381746,1972,986,False
nagA,,0.9645,0.5148355903984622,1931,968,False
fadB2,,0.9965,0.5147822445561139,1991,995,False
glgM,,0.9875,0.514781349676104,1973,992,False
jefA,,0.9925,0.51477641150547,1982,994,False
relE,,0.9965,0.5147561157367686,1993,996,False
tobH,,0.9935,0.5147502811726395,1986,993,False
pks1,,0.43,0.5147352674924377,859,372,False
mutY,,0.9455,0.5147302477481237,1896,951,False
yhjD,,0.997,0.5145758945481174,1990,995,False
kshB,,0.988,0.5145756465132687,1975,989,False
lprC,,0.998,0.5145245647253679,1995,996,False
argC,,0.9735,0.5144724978404746,1951,977,False
cei,,0.9685,0.5143776254887367,1934,972,False
bpoC,,0.9945,0.5143542485843113,1988,993,False
mmaA1,,0.998,0.5142561954400275,1995,998,False
vapB21,,0.9965,0.5142184766892814,1989,994,False
glpD2,,0.9895,0.5140907042022661,1976,990,False
cHAD,,0.986,0.5139078901483026,1969,987,False
fadD21,,0.999,0.5138452506112715,1993,996,False
ilvB2,,0.992,0.5137505467948856,1976,987,False
tagG,,0.997,0.5136438706558846,1993,995,False
secE2,,0.9875,0.5136192233632862,1972,984,False
cyp139,,0.9945,0.5135997436230284,1986,994,False
accD4,,0.9975,0.5134108943693839,1990,992,False
penP,,0.9955,0.5133822732894134,1984,991,False
yggE,,0.9825,0.5132793760622774,1961,982,False
fieF,,0.9745,0.5132253994288829,1948,977,False
upp,,0.991,0.513193069708574,1986,992,False
log,,0.999,0.5131857429718876,1996,996,False
purN,,0.993,0.5131831188133829,1989,995,False
purH,,0.9725,0.513149609118326,1949,976,False
nadE,,0.9875,0.5131142183047523,1979,994,False
ypbQ,,0.999,0.5130890447791857,1993,994,False
fadE10,,0.9905,0.5130517826825128,1980,992,False
glxK,,0.896,0.5129360711895893,1790,898,False
lipV,,0.994,0.512919756441877,1986,994,False
pyk,,0.992,0.5129133233133742,1990,994,False
aftA,,0.988,0.5127539995791267,1974,985,False
menB,,0.995,0.5127076143771064,1991,995,False
phoH,,0.9905,0.5126905972851137,1986,991,False
vapB19,,0.9935,0.5125942523829847,1984,994,False
dprE1,,0.997,0.5124414658462656,1993,995,False
lepA,,0.9895,0.5124137336531294,1986,991,False
prmC,,0.991,0.5123576909931318,1983,991,False
aroQ,,0.992,0.5123027018273644,1988,995,False
erm(37),,0.9895,0.5122907196998799,1976,989,False
hemW,,0.983,0.5122740497709546,1969,985,False
ldtMt5,,0.996,0.512268389453185,1990,994,False
terC,,0.991,0.5122388196480937,1982,992,False
acs,,0.9915,0.5120605652896268,1981,990,False
clpB,,0.9905,0.5120597939190904,1985,990,False
esxQ,,0.892,0.5120509948959598,1779,881,False
argJ,,0.9845,0.5120282127928651,1974,988,False
viuB,,0.985,0.5119521480747803,1969,985,False
nei2,,0.988,0.5119371299510267,1973,987,False
sodC,,0.995,0.5118663789968728,1990,994,False
wbbL2,,0.887,0.511764518756044,1773,888,False
fadD8,,0.9945,0.5117592940273898,1988,997,False
sigA,,0.98,0.5117499207038163,1958,982,False
rpsK,,0.9835,0.5116565745059136,1970,985,False
alaS,,0.988,0.5116345797097904,1981,993,False
lipZ,,0.9945,0.5116099824754982,1986,992,False
mutA,,0.9735,0.5116087270051198,1945,974,False
ugd,,0.994,0.51152145953991,1989,992,False
tgs1,,0.998,0.5114983504731061,1993,996,False
atsA,,0.9925,0.5114958823146839,1984,996,False
pE_PGRS60,,0.392,0.5114643199233717,780,348,False
herA,,0.9875,0.5114543391501682,1971,983,False
dprA,,0.983,0.5114324135665599,1974,990,False
fas,,0.9475,0.5114109144677639,1894,953,False
phoP,,0.9945,0.5113869835312389,1989,997,False
fbpA,,0.994,0.5112723865945928,1983,989,False
dnaE2,,0.9595,0.5111706516367658,1917,963,False
dnaG,,0.9795,0.5111584760790137,1960,983,False
egtA,,0.9885,0.5111007433001871,1974,987,False
srmB,,0.9585,0.5110464609483961,1916,960,False
lysX2,,0.992,0.5109949138203428,1981,990,False
ilvB1,,0.9795,0.5109472168323401,1955,974,False
glgC,,0.988,0.5109428729327002,1977,992,False
glgX,,0.9955,0.510933402617491,1993,997,False
efpA,,0.997,0.5109114851365261,1991,995,False
yeaO,,0.996,0.5108867851038024,1991,994,False
paaY,,0.995,0.5108787512891855,1988,991,False
pgl,,0.9775,0.5108595761764715,1956,979,False
accD5,,0.9975,0.5107989631545238,1993,997,False
pasT,,0.9975,0.5107381931029226,1997,999,False
cutS,,0.9975,0.5107096615825409,1994,997,False
cdsA,,0.992,0.5107011490511377,1983,992,False
mutM,,0.992,0.5105790827121514,1983,991,False
fumC,,0.9895,0.5104855984976586,1984,992,False
recO,,0.988,0.510418734987175,1982,989,False
srp102,,0.9965,0.5103921616304069,1987,993,False
ahcY,,0.9935,0.510372827023785,1992,995,False
ribF,,0.988,0.5103251353965578,1980,994,False
ctpJ,,0.991,0.5103186883080347,1981,988,False
yraQ,,0.9155,0.5102471822942483,1829,947,False
mbtM,,0.9965,0.5101738612742427,1991,995,False
sapB,,0.9935,0.5101619207146845,1985,995,False
bkdB,,0.9995,0.5101351758793969,1995,995,False
cyp125,,0.9975,0.5101265721010727,1995,997,False
cwlM,,0.998,0.5100999390958447,1995,997,False
pncB2,,0.981,0.5100932008467314,1960,981,False
vapC43,,0.9995,0.510091971090776,1994,996,False
purD,,0.9905,0.5100847017093233,1981,991,False
rpfB,,0.9955,0.5100258810930096,1986,992,False
hyfE,,0.9645,0.5100073865198708,1926,965,False
rseA,,0.9935,0.5099844641131134,1988,995,False
rlmB,,0.9215,0.5099842175492411,1847,921,False
pcaA,,0.998,0.5099823039831631,1994,997,False
sRPBCC,,0.996,0.5099424536234969,1987,990,False
aac(2')-Ic,,0.9945,0.5098959044973103,1988,993,False
cmk,,0.9905,0.5098955628934899,1986,992,False
moaE1,,0.992,0.5098549214737914,1977,991,False
phoR,,0.994,0.5098316255682992,1988,994,False
znuB,,0.986,0.5097938170840212,1972,985,False
tlyA,,0.9855,0.5097740315638452,1970,984,False
secF,,0.9645,0.5097619147334522,1930,967,False
tsf,,0.9825,0.509745623238495,1972,990,False
mscL,,0.9925,0.5097447034165805,1990,995,False
lppH,,0.9925,0.5097102818933806,1984,990,False
rpsQ,,0.99,0.5095237756162861,1983,994,False
vapC9,,0.999,0.509508004998987,1997,998,False
ctaB,,0.9965,0.5095007535027696,1982,990,False
hisD,,0.9845,0.5094828910114294,1970,987,False
orn,,0.998,0.509481777625603,1993,995,False
yrvD,,0.996,0.5094504619385796,1992,995,False
nrdR,,0.989,0.5094484624696105,1983,993,False
fmdB,,0.996,0.5094241857329966,1991,993,False
coaA,,0.996,0.5093809065387116,1992,997,False
fabH,,0.986,0.5093254222847259,1974,985,False
truB,,0.9565,0.5093006202948303,1919,970,False
atpB,,0.992,0.5092608948120715,1985,993,False
ispD,,0.995,0.5092234534930091,1993,996,False
fadE2,,0.9955,0.509203648765918,1991,995,False
iscS,,0.993,0.5090005760368664,1986,992,False
dipZ,,0.9975,0.5089972475442539,1990,995,False
pckG,,0.9985,0.5089729007564678,1997,999,False
hAMP,,0.967,0.5089360788209081,1930,965,False
thiC,,0.996,0.5089151877743784,1992,995,False
treY,,0.9905,0.5088898324673117,1982,993,False
manA,,0.989,0.5088232886105226,1977,990,False
pPE42,,0.9755,0.5088148265150318,1949,975,False
mbtD,,0.993,0.5087414934846959,1983,990,False
pPE37,,0.366,0.508680983105945,731,257,False
ddaH,,0.996,0.5086679979515586,1990,993,False
cspA,,0.996,0.5086355237412639,1992,993,False
rplM,,0.988,0.5086333076474594,1981,993,False
lppY,,0.998,0.5085931420184433,1992,994,False
hutI,,0.3895,0.5085735974874597,783,529,False
msrB,,0.9925,0.5085614086123164,1990,994,False
yfcH,,0.9915,0.5085415375583026,1981,989,False
trxB,,0.9885,0.5085220895826956,1980,990,False
comEC,,0.941,0.5084511116152448,1878,928,False
lprD,,0.9985,0.5084471151137618,1994,996,False
gAF,,0.937,0.5084442263358517,1873,965,False
rpmD,,0.9915,0.5084376427592509,1985,995,False
patA,,0.9895,0.50843135890356,1977,986,False
cysS,,0.9825,0.5083686399060422,1967,989,False
cyp130,,0.98,0.5082890644094564,1957,986,False
rplA,,0.99,0.5082691516673049,1987,993,False
echA8,,0.9915,0.508243432244978,1978,986,False
fprB,,0.9735,0.5082251593855452,1947,974,False
cysD,,0.9955,0.508210877612758,1993,996,False
hflX,,0.985,0.5081723861259277,1977,989,False
pnbA,,0.985,0.5081541124144734,1967,978,False
mmsA,,0.9825,0.5081095178984941,1964,987,False
dnaN,,0.9925,0.5081035216404604,1987,995,False
fixC,,0.993,0.5080777533398502,1982,990,False
ptpA,,0.9945,0.5080401520319657,1985,993,False
pntB,,0.9925,0.5079951005124401,1987,994,False
cut6,,0.997,0.5079876242378896,1989,994,False
suhB,,0.991,0.5079255496259458,1982,989,False
cyp126,,0.9875,0.5079149668759615,1971,989,False
erg3,,0.9925,0.507841164634868,1980,994,False
mbtK,,0.9985,0.507824623115578,1995,995,False
lipB,,0.976,0.5078131541050588,1955,979,False
ctaE,,0.996,0.507791225263226,1990,996,False
cysE,,0.991,0.507752044330495,1984,991,False
menD,,0.9675,0.5076050578010006,1936,972,False
eccB3,,0.9625,0.5075842234292298,1922,966,False
aroC,,0.9635,0.5075493256615861,1930,969,False
cadC1,,0.996,0.5074953229911061,1991,994,False
relA,,0.99,0.5074483482657045,1981,991,False
coxG,,0.9915,0.5074174954011833,1985,997,False
sixA,,0.9725,0.5073432493600285,1943,976,False
lipA,,0.9895,0.5073277754292405,1984,992,False
sufR,,0.94,0.5072733768885259,1878,948,False
mftC,,0.973,0.5072571199442856,1947,977,False
guaB3,,0.9585,0.507253006464363,1913,962,False
glnB,,0.9985,0.5071910817708895,1994,997,False
cyp135B1,,0.983,0.5071869072914366,1964,983,False
cmaA2,,0.9995,0.5071735061715021,1997,998,False
iunH,,0.986,0.5071428201824513,1966,985,False
lepB,,0.991,0.5070864365391241,1984,993,False
pPE23,,0.9735,0.5070686435606084,1945,978,False
valS,,0.992,0.5070488607656433,1988,992,False
sugA,,0.998,0.5070130431939477,1994,995,False
hycE1,,0.9305,0.5070120668736333,1858,939,False
bioD,,0.964,0.5069324182984123,1932,968,False
alkX,,0.9895,0.5069255110980113,1977,993,False
cwsA,,0.988,0.5069207988379791,1974,985,False
pgm,,0.992,0.506848043908613,1986,994,False
cysA1,,0.9265,0.5068451196163178,1838,896,False
cpsY,,0.998,0.5068180165329326,1990,994,False
ycjR,,0.9795,0.5067895328209393,1959,981,False
arc,,0.9965,0.5067113484452195,1991,992,False
adhD,,0.9775,0.5066918451158697,1954,980,False
mesT,,0.978,0.5066430984976078,1953,979,False
mazF9,,0.997,0.5066356910179035,1990,995,False
ybdK,,0.9905,0.5066325135496931,1980,988,False
cofD,,0.991,0.5066309560248954,1980,990,False
lppJ,,0.9855,0.5066207807837615,1967,974,False
yejR,,0.9905,0.5066044281195795,1980,990,False
rplX,,0.992,0.5065108590378735,1986,995,False
trpC,,0.9915,0.5064713689414817,1987,995,False
esxF,,0.9905,0.5064626124503749,1980,991,False
rsbU,,0.984,0.5064575378170239,1965,982,False
adhA,,0.991,0.5064544434241405,1980,990,False
lppI,,0.994,0.5064529457268333,1985,991,False
nuoD,,0.995,0.5064500227819825,1992,994,False
hisE,,0.9955,0.5064469791283398,1992,997,False
nadR3,,0.9945,0.5064189155030687,1989,994,False
xth,,0.9895,0.5063940819485174,1982,992,False
trmI,,0.998,0.5063733915313781,1992,995,False
ppsB,,0.86,0.5063456495828367,1714,875,False
radA,,0.9905,0.5063369126046603,1986,992,False
tatD,,0.9685,0.5063171156932639,1938,971,False
lpqH,,0.9955,0.5062352023789323,1990,996,False
ackA,,0.995,0.5062212470804728,1989,995,False
tsaB,,0.9585,0.5061555005213765,1919,960,False
ydcJ,,0.985,0.5061373588051521,1969,988,False
ethR,,0.9865,0.5061277260940934,1971,974,False
gpm2,,0.997,0.5060372010128869,1992,996,False
secG,,0.992,0.5060336895746338,1989,995,False
sthA,,0.9765,0.5060002480831373,1951,958,False
hisF,,0.991,0.5059906966575982,1988,996,False
mazE4,,0.9965,0.5059136160998086,1991,994,False
yajQ,,0.992,0.5059076854564868,1988,995,False
rslA,,0.9955,0.5058633561976251,1989,997,False
dcd,,0.996,0.505842678335608,1995,998,False
dR0291,,0.998,0.5058292346920279,1993,997,False
chsH3,,0.9975,0.5058198726770811,1994,996,False
dosT,,0.612,0.5058136587179531,1223,474,False
ag85B,,0.995,0.5057908746786502,1988,990,False
pks11,,0.968,0.505709104378229,1933,967,False
pdxS,,0.9905,0.505693958174175,1979,988,False
cobO,,0.995,0.5056852283758907,1993,997,False
hpnD,,0.997,0.5056786502145403,1990,994,False
yadH,,0.9925,0.5056651601533314,1985,993,False
ppk2,,0.9925,0.50565617042294,1988,994,False
ftsE,,0.9935,0.5056160254700897,1990,996,False
