gene_name,annotation,prevalence,lr_auroc_rifabutin,n_train,n_pos,kept_filtered
erp,,0.9185,0.5233461060975028,1831,936,False
gAF,,0.916,0.523333008670892,1826,957,False
fadD12,,0.9955,0.5232116977829341,1986,997,False
pPE42,,0.9705,0.5231624522102175,1937,974,False
lprB,,0.999,0.5231613981732308,1993,998,False
mez,,0.9965,0.5231596072103115,1989,996,False
msbA,,0.959,0.5230730755220651,1918,963,False
egtA,,0.981,0.5230456217231397,1958,983,False
pimB,,0.9865,0.5230443548387096,1967,992,False
lpqO,,0.941,0.5230376159880954,1881,954,False
fadD11,,0.9905,0.5229923563079864,1979,988,False
serB1,,0.969,0.5229835482341227,1931,977,False
mbtJ,,0.9935,0.522892262045055,1980,993,False
coxG,,0.9925,0.5228602690873723,1987,995,False
purB,,0.9875,0.5226908154032542,1978,993,False
yqfO,,0.9525,0.5226787841844227,1900,965,False
purE,,0.951,0.5226576709882722,1900,967,False
folC,,0.9765,0.5225929475659918,1951,982,False
iap,,0.958,0.5224297384330551,1910,972,False
drrB,,0.997,0.5223638723010076,1991,997,False
amiD,,0.9945,0.5223475674247768,1988,997,False
chsB1,,0.9665,0.52229346419327,1926,976,False
vapC48,,0.995,0.5222847511188773,1986,997,False
cysNC,,0.9875,0.522151477950567,1970,993,False
tsaC,,0.996,0.522136413652521,1986,995,False
deoA,,0.964,0.5221295007166206,1926,973,False
cyp144,,0.9855,0.5220180549397272,1965,988,False
fadD29,,0.9555,0.5219155192788634,1908,933,False
nuoG,,0.9105,0.5218288890359293,1824,935,False
tyrS,,0.991,0.5218125837114067,1987,998,False
cydC,,0.9885,0.5218117687878597,1974,991,False
nimA,,0.9925,0.5218057188102002,1980,996,False
mptA,,0.998,0.5218040600105058,1988,997,False
pbpB,,0.9975,0.5217425002279565,1987,997,False
cyp124,,0.996,0.5217381623267263,1988,996,False
pra,,0.986,0.5217355792294585,1967,991,False
luxR,,0.7895,0.5213567436099829,1580,818,False
accD4,,0.9985,0.5213545158087327,1992,997,False
rplO,,0.9925,0.5213248001810062,1990,997,False
lON,,0.9965,0.5212947696207334,1991,997,False
murA,,0.992,0.5212800700488563,1989,997,False
blaI,,0.9935,0.5212720769058797,1984,994,False
gabD1,,0.94,0.5212235003327312,1880,942,False
proC,,0.992,0.521152294498179,1989,998,False
adhC,,0.9895,0.5210755217733732,1975,992,False
fadD3,,0.9455,0.5210615369414766,1888,966,False
ipdA,,0.9955,0.5209621262727475,1988,998,False
espB,,0.775,0.5208906677915939,1547,743,False
tcrA,,0.8365,0.5208489604507481,1672,818,False
radA,,0.989,0.5207639778062313,1984,994,False
pgsA1,,0.9965,0.5207148663733135,1989,997,False
aroG,,0.977,0.5206593406593406,1948,975,False
ephD,,0.985,0.5205931977529792,1964,987,False
thrC,,0.992,0.5205366460787538,1985,996,False
divIVA,,0.998,0.5204933303524854,1993,999,False
hemQ,,0.9925,0.5204207010663072,1979,995,False
phoR,,0.9935,0.5203814243803989,1983,996,False
amrS,,0.998,0.5203623991935484,1992,1000,False
comEA,,0.984,0.5202069903356067,1963,985,False
ntrY,,0.962,0.5202005835628365,1927,979,False
recA,,0.9915,0.5201628084920326,1988,996,False
ssd,,0.98,0.5200928660555918,1954,983,False
pecA,,0.807,0.5200887448392946,1610,815,False
rdgB,,0.9795,0.5200734549138804,1963,987,False
exeA,,0.9595,0.5200469305336466,1915,969,False
ppk2,,0.9945,0.5199911896227062,1992,998,False
lat,,0.9985,0.519948161012418,1995,999,False
zwf,,0.992,0.5199437791611339,1985,996,False
tcrY,,0.9945,0.5199242884146453,1985,994,False
fadD26,,0.9965,0.5198923154701719,1989,1000,False
pE_PGRS34,,0.805,0.5198647913590799,1607,850,False
glmM,,0.9415,0.519694892397595,1887,962,False
hdeD,,0.994,0.5195556396738145,1988,997,False
paaY,,0.9975,0.5195053423429773,1993,998,False
lysM,,0.981,0.5194285261628452,1959,977,False
fbiC,,0.945,0.5194247037009901,1884,955,False
lspA,,0.9945,0.5194205732776218,1992,997,False
ispD,,0.995,0.5193906890085391,1994,998,False
kdpB,,0.989,0.5193890649218403,1976,989,False
zur,,0.997,0.5193626333546093,1987,997,False
bglX,,0.9855,0.5193083315589541,1972,991,False
tgs1,,0.998,0.5192705293410228,1992,999,False
ycgM,,0.996,0.519258479664345,1991,997,False
tyrA,,0.8635,0.5192202519505151,1724,836,False
egtE,,0.9705,0.5191790607175222,1937,975,False
dacB,,0.991,0.519154130485561,1976,994,False
ctpC,,0.9815,0.5191295112797597,1961,984,False
ygcG,,0.9335,0.5191220106007963,1863,946,False
leuA,,0.938,0.5189792031742284,1878,964,False
uvrB,,0.9395,0.5189085681529927,1883,956,False
catC1,,0.9585,0.5188255187811925,1912,972,False
yeaO,,0.995,0.5188109783897146,1987,997,False
pdc,,0.978,0.5187727597267884,1949,982,False
sigI,,0.9915,0.5187559485431825,1977,990,False
secE,,0.9945,0.5187428068989385,1994,998,False
chlI,,0.9445,0.5187353393189356,1887,951,False
ripD,,0.973,0.5185894012224793,1943,984,False
vapC6,,0.981,0.5185720913588567,1961,989,False
sadH,,0.938,0.5185697709106294,1878,949,False
pimF,,0.9715,0.5184328417696294,1940,965,False
tobH,,0.988,0.5183118052297739,1974,991,False
gltP,,0.98,0.5182262788695116,1960,981,False
lipM,,0.9805,0.5182158228343375,1958,983,False
yraQ,,0.9235,0.518184277857836,1844,919,False
spoVK,,0.9835,0.5181665645199258,1964,987,False
cobS,,0.921,0.5180185015665698,1842,944,False
helY,,0.9515,0.5178657787821452,1895,966,False
pPE30,,0.8955,0.5178226562931081,1787,924,False
lppE,,0.996,0.5176428954206732,1989,999,False
clpB,,0.9885,0.5176416412601627,1976,992,False
mmcO,,0.987,0.5176405516613941,1967,987,False
hyfE,,0.9225,0.5174804964539006,1840,940,False
ureA,,0.996,0.5174507042253521,1994,1000,False
pks1,,0.4305,0.5174022607014545,860,353,False
ygaE,,0.9705,0.5173208795145271,1937,973,False
esxD,,0.9895,0.5173141727325494,1975,993,False
araD,,0.9545,0.5172770966353712,1909,968,False
glgC,,0.987,0.5172746401180606,1977,991,False
cysW,,0.995,0.517252867473388,1989,997,False
prfB,,0.9925,0.5171836072734333,1989,997,False
tatD,,0.9495,0.5170968084776612,1901,964,False
plcB,,0.9545,0.5170719715384275,1903,968,False
terC2,,0.998,0.5169870991983968,1990,998,False
asnB,,0.9915,0.516863610984214,1985,995,False
frdD,,0.124,0.516790005570144,248,71,False
mftD,,0.995,0.5167175251888851,1988,995,False
eccC2,,0.5585,0.5166928847013629,1116,461,False
thiC,,0.9945,0.5165682791345926,1993,996,False
mmpL3,,0.962,0.5165419562886885,1924,972,False
glgE,,0.9835,0.5164965193836832,1961,988,False
cysK2,,0.9935,0.5164238343026222,1980,990,False
cobG,,0.9185,0.5163608529799806,1830,936,False
trxB,,0.9905,0.5162841282752237,1981,994,False
glpK,,0.96,0.5161961391131215,1923,943,False
csm6,,0.599,0.5161835455481155,1195,492,False
ybdK,,0.9975,0.5159453073337527,1992,996,False
ddpA,,0.9475,0.5158361845239483,1898,959,False
atpG,,0.992,0.5156261352169526,1991,1000,False
dnaX,,0.969,0.5155221493683032,1937,975,False
sucD,,0.995,0.5154848006960684,1993,999,False
hisD,,0.9755,0.5154688191065899,1949,980,False
vapC35,,0.9985,0.5153874922253573,1992,999,False
pdxT,,0.9955,0.5153861413395519,1988,996,False
eccC5,,0.9945,0.5153112812364582,1983,994,False
nat,,0.999,0.5153045226130654,1995,1000,False
recN,,0.9775,0.5151633705754235,1962,984,False
apeB,,0.9845,0.515142436895244,1961,987,False
pE_PGRS36,,0.501,0.5151406521879229,998,526,False
dprA,,0.9715,0.5151318177597312,1947,979,False
cHAD,,0.984,0.5150341093890445,1962,985,False
lucA,,0.996,0.5150274233396455,1988,997,False
lppP,,0.9985,0.5149978952795854,1993,999,False
pPE63,,0.982,0.5149829916050307,1961,990,False
bDS1,,0.979,0.5149828448704853,1954,979,False
lprC,,0.9995,0.5149199450706988,1994,999,False
pknE,,0.991,0.5148968952294899,1976,987,False
gltB,,0.991,0.5148953268366122,1983,995,False
cut6,,0.9975,0.5147147799297997,1990,995,False
cei,,0.986,0.5146879784735893,1969,988,False
cyp132,,0.997,0.5146831843001514,1988,995,False
treZ,,0.9445,0.5146279949558639,1890,975,False
rslA,,0.993,0.514615917236885,1982,992,False
cwsA,,0.9845,0.5145739445739446,1965,990,False
fes,,0.979,0.5144490679233616,1957,984,False
modF,,0.993,0.5143762371801661,1982,994,False
pknI,,0.965,0.5143728730846966,1925,976,False
sdaA,,0.9945,0.5143718611311693,1986,998,False
lig,,0.9615,0.5143477486207952,1919,973,False
yjjB,,0.9405,0.5143076017972097,1877,956,False
ipdE1,,0.988,0.5142914393168717,1973,990,False
prpB,,0.994,0.5142671861330946,1983,995,False
putA,,0.968,0.5142047320851479,1943,978,False
ettA,,0.9865,0.5141829462134031,1975,990,False
pPE29,,0.8685,0.5141144593919679,1733,911,False
pgl,,0.963,0.5141043578897821,1925,974,False
atpD,,0.995,0.5139919678714859,1996,1000,False
uvrA,,0.992,0.5139560094424688,1987,997,False
whiA,,0.9875,0.5138977087533472,1973,986,False
yoaK,,0.9955,0.5138606348283768,1991,999,False
mctB,,0.9915,0.5138406659469009,1978,994,False
yidC,,0.9915,0.5138132641005229,1986,995,False
lprA,,0.997,0.5137058532097105,1989,995,False
impA,,0.998,0.5136776064692198,1993,998,False
ureF,,0.9895,0.5136543679503567,1981,994,False
pgi,,0.9855,0.513638802335899,1969,989,False
tilS,,0.934,0.5136331319282988,1871,953,False
ilvX,,0.9245,0.513617376280974,1839,940,False
hrcA,,0.991,0.5135775269356456,1989,997,False
mbtF,,0.9835,0.5135570223803588,1960,987,False
murC,,0.9745,0.5135177141660997,1955,985,False
nrdZ,,0.9715,0.5135110600536387,1941,974,False
higA,,0.9945,0.5134599779237209,1992,997,False
ask,,0.998,0.513438345503885,1992,998,False
xerC,,0.9195,0.5134284993016497,1842,944,False
ftsY,,0.99,0.5134082440260901,1987,993,False
idsA2,,0.9885,0.513392967686022,1969,985,False
miaB,,0.8835,0.513360241148521,1771,920,False
glnE,,0.974,0.5133586815534474,1943,984,False
thiO,,0.997,0.5133312412085351,1991,997,False
mptB,,0.9925,0.5133124845825935,1981,998,False
vapB24,,0.994,0.513300338049837,1988,998,False
lppM,,0.998,0.5132557106232927,1988,997,False
nahD,,0.9925,0.5132551549806849,1981,991,False
glgX,,0.9955,0.5132541464839226,1993,998,False
mftF,,0.9985,0.5132079871035694,1995,999,False
fadE12,,0.9985,0.5131751469779638,1993,999,False
cfa,,0.9505,0.5131164030701373,1897,979,False
lepA,,0.994,0.5130622096519789,1996,999,False
sigJ,,0.9835,0.5130195751770096,1960,980,False
caeB,,0.9595,0.513016221770403,1913,965,False
fgd2,,0.977,0.5129986128107555,1954,986,False
sufD,,0.994,0.5129751062231922,1992,997,False
mrp,,0.9665,0.5129409235069613,1929,975,False
bioD,,0.9245,0.5129360904104009,1849,946,False
mbtM,,0.998,0.5129285136375895,1990,997,False
inhA,,0.9995,0.5129006024096386,1996,1000,False
thiL,,0.951,0.5128647178340758,1906,965,False
rsbU,,0.974,0.5126500074626629,1944,981,False
accD3,,0.961,0.5125166027154664,1920,968,False
whiB3,,0.9995,0.512512449446176,1992,998,False
pth,,0.995,0.5124898995380922,1995,999,False
relA,,0.986,0.5124613340101816,1969,991,False
pPE16,,0.5805,0.5123491636798089,1160,540,False
mmpL4,,0.9735,0.5123400665560222,1944,968,False
lpqW,,0.9905,0.5122758494799646,1975,993,False
glmU,,0.989,0.5122057054127441,1984,996,False
sthA,,0.962,0.5121885092473901,1921,939,False
mbtA,,0.9375,0.5121177615940059,1868,951,False
yjbQ,,0.9965,0.5119452614907234,1990,998,False
mazE9,,0.996,0.5119313873188883,1989,995,False
sRPBCC,,0.9965,0.511873933676178,1987,996,False
dgt,,0.952,0.5118680924468931,1901,967,False
cyp51,,0.997,0.5118623746364976,1990,997,False
ppsD,,0.9775,0.5118407182963141,1952,986,False
cyp137,,0.9925,0.5118048717838949,1981,994,False
guaB1,,0.992,0.5118039487498343,1981,995,False
pckG,,0.9975,0.5117356076244766,1995,998,False
glgM,,0.9875,0.5117349552318493,1970,987,False
aftD,,0.9045,0.5116510911048047,1809,929,False
eccB1,,0.995,0.5116507256856514,1986,997,False
vapB48,,0.9965,0.5115477433740722,1992,998,False
tam,,0.9955,0.5114813601573172,1986,997,False
cobD,,0.8745,0.5114231499051233,1749,899,False
parB,,0.993,0.5113650811589698,1991,997,False
cyp126,,0.9905,0.5113488663414874,1977,994,False
icd,,0.9925,0.5112767452154033,1985,997,False
hisS,,0.935,0.5112311970242642,1876,952,False
mbtD,,0.9915,0.5112232928147363,1976,995,False
pPE45,,0.9635,0.511203162226554,1922,972,False
nicT,,0.999,0.511185972404134,1991,997,False
pspE,,0.948,0.511117753607024,1894,962,False
ligC,,0.998,0.5110759748874005,1992,998,False
dnaA,,0.9905,0.5110720098981284,1986,995,False
mak,,0.9975,0.5110672921917901,1995,999,False
mycP3,,0.915,0.511053896533077,1825,935,False
nuoJ,,0.996,0.511041641959948,1995,998,False
gmhA,,0.9565,0.5110042018831797,1911,963,False
htdX,,0.998,0.5109547752820269,1996,998,False
zmp1,,0.9895,0.5108821546758182,1979,995,False
pnp,,0.9815,0.5108736559139785,1967,992,False
htdZ,,0.9985,0.5108460163570383,1997,999,False
ipdE2,,0.9345,0.5107805977971057,1866,952,False
narG,,0.9925,0.510747026885696,1979,991,False
fadE27,,0.9665,0.5107381066639347,1926,971,False
pruA,,0.988,0.5107032866907988,1970,988,False
cpaF,,0.946,0.5106377509106496,1892,961,False
frmB,,0.9315,0.5106376329125352,1859,937,False
ctpI,,0.7875,0.5106358754895233,1574,799,False
vapC46,,0.9805,0.5106153817111718,1953,982,False
moaE1,,0.9955,0.51061453535875,1984,998,False
ffh,,0.959,0.510581016779364,1925,968,False
rnj,,0.9855,0.5105727996099946,1968,976,False
trpE,,0.9935,0.5105147864184009,1986,996,False
prpD,,0.994,0.510505844854522,1987,998,False
ctaD,,0.994,0.5104891714418179,1990,997,False
dnaG,,0.964,0.5103646172011362,1934,976,False
pepD,,0.931,0.5103596047340957,1857,939,False
adhB,,0.9935,0.5103289802282944,1985,996,False
recG,,0.9925,0.5102680692436073,1985,996,False
cydB,,0.9945,0.5101618140611536,1991,998,False
cas1,,0.5995,0.5101596245749472,1198,496,False
pPE21,,0.8015,0.5101542572952992,1601,814,False
fadE29,,0.9925,0.5101184748463697,1982,995,False
atpB,,0.9955,0.5100936787744441,1992,999,False
ald,,0.98,0.5100315267666398,1964,974,False
bpa,,0.998,0.5099877522013277,1992,997,False
fbiB,,0.958,0.5099769539953689,1914,974,False
rplX,,0.995,0.5099576963898572,1994,999,False
pPE2,,0.62,0.509932024857398,1240,637,False
gatC,,0.9895,0.5099225807237575,1985,998,False
lipZ,,0.9965,0.5098952446463257,1990,997,False
thiD,,0.992,0.5098405772678452,1985,994,False
nhaP,,0.9515,0.5098012242932801,1899,961,False
mscS,,0.3155,0.5097757331799885,635,376,False
mbtC,,0.947,0.509756993926534,1887,964,False
sbm,,0.996,0.5096747480834525,1989,998,False
rplD,,0.9555,0.5096702780116101,1913,970,False
devR,,0.9975,0.5096359077231695,1997,1000,False
pknG,,0.9575,0.5096004972037758,1912,951,False
yjbM,,0.9925,0.5095844705762315,1980,995,False
secA,,0.9245,0.5094900993978122,1850,949,False
thiS,,0.9925,0.5094026660519216,1989,996,False
sufR,,0.8865,0.5093772002816361,1769,919,False
cfp6,,0.984,0.5093410453158642,1962,988,False
argR,,0.92,0.5093068481733574,1836,939,False
nei1,,0.998,0.5092970233815304,1993,999,False
sirA,,0.9975,0.5092433357660997,1992,998,False
rodA,,0.994,0.509200952854722,1989,996,False
thrS,,0.995,0.5091327232778811,1994,998,False
pE_PGRS5,,0.5675,0.5091045284942655,1132,591,False
copG,,0.9945,0.5090229871097293,1988,996,False
vapB28,,0.998,0.5090165466671491,1995,999,False
cobB,,0.4155,0.5089659423640006,834,525,False
nuoF,,0.982,0.5089513352563506,1967,990,False
manC,,0.9915,0.5089362552249815,1976,996,False
gatB,,0.9935,0.5089294525914245,1993,999,False
yajC,,0.994,0.5088669623327814,1993,997,False
apa,,0.895,0.5088046978451908,1787,923,False
fadA4,,0.994,0.5087900439578568,1982,993,False
infC,,0.9835,0.5087778187352116,1971,989,False
rimM,,0.9935,0.50874690269404,1994,997,False
mutM,,0.992,0.5087341774716779,1987,993,False
ppgK,,0.9985,0.5087283263162661,1994,999,False
trpC,,0.9915,0.5087110628825257,1986,995,False
gnd,,0.987,0.5086530039390044,1976,991,False
tsf,,0.9785,0.5085310910412124,1963,988,False
mobA,,0.9955,0.50851048831331,1993,998,False
coaA,,0.996,0.5085085085085085,1991,999,False
ybjQ,,0.433,0.5085034013605442,865,343,False
proA,,0.979,0.5084587289079016,1959,987,False
rpoA,,0.9955,0.5084543630892678,1997,1000,False
korB,,0.9955,0.5084461090856413,1994,998,False
pmt,,0.9745,0.5084372128669482,1944,982,False
cbs,,0.9735,0.508399443749662,1942,981,False
aspC,,0.979,0.5083730939821013,1952,975,False
tsaB,,0.92,0.5083668548611645,1838,943,False
tgs4,,0.9845,0.5083452815567776,1965,988,False
ahcY,,0.992,0.5083035980231845,1987,993,False
ufaA1,,0.991,0.5082601537333342,1979,993,False
rlmB,,0.8785,0.5082521538701378,1762,881,False
car,,0.9885,0.5082356910461225,1972,991,False
pknL,,0.9995,0.5082244044988266,1991,998,False
lppU,,0.9975,0.5081833440018548,1992,997,False
mazF6,,0.9995,0.5081428161830172,1994,999,False
yejR,,0.987,0.5081172734839843,1973,995,False
mbtI,,0.998,0.5080801881450803,1989,997,False
rnz,,0.995,0.5080538788285267,1984,994,False
smtB,,0.998,0.5080387331348886,1989,997,False
metK,,0.9855,0.5079646316876475,1976,992,False
ylaK,,0.9905,0.5079374634603239,1980,991,False
ftsQ,,0.991,0.5079158096916514,1985,994,False
sugB,,0.998,0.5079115935799091,1991,998,False
rbsK,,0.9485,0.5078552312616227,1894,967,False
modC,,0.9915,0.5078505306029727,1986,994,False
recF,,0.993,0.5078374102470489,1986,996,False
pncB2,,0.968,0.5078054399055455,1934,973,False
msrB,,0.9945,0.5077871485943777,1996,1000,False
fadD21,,0.9975,0.5077708393578276,1989,998,False
sLT,,0.9835,0.507729679227655,1963,988,False
ispH1,,0.9885,0.5077244795199046,1973,993,False
lppD,,0.3395,0.5077120039017253,678,329,False
vapB40,,0.998,0.5076723248928688,1992,999,False
atsA,,0.9935,0.5076086182517319,1983,998,False
mutY,,0.9035,0.5076073745405556,1811,927,False
tcmP,,0.9105,0.5075980694411196,1819,901,False
aroE,,0.836,0.5075883297068657,1670,829,False
menD,,0.9245,0.5075704783021855,1847,945,False
fieF,,0.9745,0.5075545087511582,1947,981,False
nagA,,0.9325,0.5075253696172703,1864,951,False
aspB,,0.963,0.5074288308514848,1926,969,False
vapB34,,0.9975,0.5074261426077963,1990,998,False
pknK,,0.8945,0.5074178757615728,1785,915,False
cinA,,0.993,0.5074133241661022,1989,994,False
tpx,,0.9945,0.5073977739032781,1983,994,False
ureG,,0.994,0.5073898318096098,1990,999,False
herA,,0.9855,0.5072958048094767,1973,991,False
ddlA,,0.987,0.5072145642888095,1969,989,False
nuoK,,0.9955,0.5072016523005851,1994,998,False
pepP,,0.966,0.5071108408710578,1928,973,False
adoK,,0.9775,0.5070881879680879,1949,981,False
pknF,,0.924,0.5069659479203488,1843,943,False
lppJ,,0.985,0.5069034533876752,1963,974,False
cyp125,,0.9975,0.5068608041031761,1992,998,False
gcvT,,0.9805,0.5068497474747474,1966,990,False
adhA,,0.989,0.5068321197825864,1975,995,False
esxQ,,0.816,0.5067677056524641,1626,807,False
fadE25,,0.984,0.5067672752867138,1966,996,False
sap,,0.997,0.5067632332481316,1989,997,False
fadA6,,0.9985,0.5067011735353444,1994,999,False
hemD,,0.9815,0.5066950763510267,1957,985,False
chp2,,0.9985,0.5066542954993573,1991,998,False
proP,,0.989,0.5066473073729727,1973,984,False
xth,,0.988,0.5066415470102281,1976,992,False
rpsE,,0.987,0.5066318367013093,1978,995,False
enc,,0.9985,0.5066049964409357,1989,997,False
eccD1,,0.994,0.5066037639981302,1984,994,False
ribA,,0.978,0.506592932058975,1956,987,False
sepH,,0.991,0.5065693348733373,1980,994,False
hisG,,0.9625,0.5064978695860911,1932,968,False
bluB,,0.9885,0.5064667926422634,1980,994,False
rip3,,0.988,0.5064284314028951,1969,990,False
pyrH,,0.9935,0.5064148268097465,1993,996,False
mpt63,,0.997,0.5064090614362133,1987,995,False
dacB1,,0.924,0.5063914799226482,1838,944,False
meaB,,0.994,0.5063759570002062,1989,996,False
higB2,,0.996,0.5063219578617194,1987,996,False
aroA,,0.9245,0.5063177872607979,1854,949,False
gdh,,0.9885,0.5062449260618019,1973,995,False
egtD,,0.994,0.5062312754281199,1992,998,False
hemA,,0.9875,0.5062254656395769,1974,992,False
cpsY,,0.996,0.5062014251337333,1984,996,False
lpqL,,0.9985,0.5061709764911347,1994,998,False
mycP1,,0.986,0.5061664704302741,1968,990,False
mce,,0.992,0.5061566644906303,1988,995,False
pcnB,,0.9845,0.5061507412869675,1966,991,False
srp102,,0.9985,0.5061352543797273,1990,998,False
kshB,,0.9825,0.506117405978785,1962,986,False
cysD,,0.996,0.5060940337322246,1994,999,False
hom,,0.9895,0.5060731556030107,1972,993,False
vapB2,,0.9955,0.5060610258193937,1989,997,False
pncB1,,0.9385,0.5060283728480304,1871,955,False
cdsA,,0.9965,0.5060246756138539,1988,998,False
lprD,,0.999,0.5060211268670484,1992,999,False
mmpS4,,0.9965,0.5060149965420595,1989,996,False
nrp,,0.986,0.5059451659451659,1970,990,False
yiiM,,0.9945,0.5059256690083352,1986,993,False
fumC,,0.9935,0.5059171478217348,1991,997,False
hisB,,0.9945,0.5058934586191517,1991,998,False
cwlM,,0.9975,0.5058773965691221,1991,1000,False
rpsK,,0.9835,0.5058706142514222,1973,992,False
rplC,,0.9955,0.5058693846445407,1992,998,False
korA,,0.9975,0.5058195153864842,1992,999,False
rsgA,,0.97,0.5058030478783405,1938,981,False
pfkB,,0.979,0.5057940026348258,1956,986,False
ppx1,,0.9965,0.5057837820843725,1986,997,False
ylaD,,0.9955,0.5057541777184298,1987,998,False
hIS2,,0.977,0.505744411809261,1950,968,False
higB,,0.999,0.5056917855812126,1993,998,False
emrB,,0.995,0.5056843918853334,1989,997,False
cobC,,0.975,0.5056420323520006,1950,984,False
deoC,,0.9825,0.5056355708997354,1966,987,False
viuB,,0.9755,0.5056201591288014,1947,980,False
truB,,0.9235,0.5056177216076998,1851,946,False
aosR,,0.9985,0.505616974129528,1991,998,False
vapB19,,0.9955,0.5056168665217109,1986,994,False
espH,,0.9995,0.5055743718592964,1995,1000,False
aroC,,0.9195,0.5055640944280022,1842,943,False
fadE26,,0.997,0.5055464035759587,1987,996,False
gpm2,,0.9985,0.505510519030028,1994,998,False
comFC,,0.9635,0.5054949672564598,1927,978,False
ppnN,,0.9945,0.5054799582556718,1985,996,False
scoA,,0.997,0.5054776892494667,1990,998,False
fixC,,0.9955,0.5054305317463211,1987,999,False
ctaB,,0.9945,0.5054189730377777,1980,995,False
nirD,,0.994,0.5054184512470831,1989,996,False
sigD,,0.997,0.5054162158219153,1987,996,False
secG,,0.9935,0.505412216549145,1992,997,False
tcrX,,0.994,0.5053823593971026,1984,996,False
mtr,,0.995,0.5053617748481798,1983,993,False
nusA,,0.9895,0.5053613824283771,1986,997,False
cmrA,,0.99,0.5053409347019895,1976,990,False
terC,,0.991,0.5053147813927776,1984,996,False
leuC,,0.985,0.5052827358015557,1973,990,False
lsr2,,0.96,0.505261068096089,1915,966,False
jag,,0.9965,0.5052516420228427,1989,997,False
glbO,,0.999,0.5052394366197185,1994,1000,False
espG1,,0.9975,0.5052250252270434,1991,1000,False
brkB,,0.9945,0.5050865437566491,1986,997,False
cfp21,,0.984,0.5050456134668727,1963,987,False
fadE28,,0.971,0.5049763789581205,1939,979,False
mbtG,,0.998,0.5049548547566808,1989,995,False
esxL,,0.677,0.5049449831136289,1355,685,False
mca,,0.9975,0.5049448296202921,1990,996,False
dcd,,0.997,0.5048983657023859,1994,999,False
erg3,,0.994,0.5048879381741874,1984,995,False
fadE34,,0.9175,0.5048835264917447,1832,941,False
nusG,,0.9945,0.5048797541259853,1994,999,False
lipE,,0.995,0.504867410105796,1986,994,False
mshD,,0.9985,0.5048572942323171,1989,996,False
pPE14,,0.8955,0.5048535183627698,1789,928,False
ctpJ,,0.9835,0.5048462507863415,1963,986,False
pimC,,0.3715,0.5048437644733997,744,278,False
mut7-C,,0.9975,0.5048111201073098,1993,997,False
whiB5,,0.9925,0.5048063888124433,1981,990,False
murB,,0.972,0.504799730127188,1948,983,False
caeA,,0.998,0.5047811972235017,1990,996,False
lprE,,0.4155,0.5047400172364263,826,472,False
ispG,,0.993,0.5047376005037295,1991,999,False
yceI,,0.9865,0.5047264180539912,1972,987,False
eccB3,,0.917,0.5047259883896223,1829,937,False
dinB2,,0.996,0.5047115809352445,1987,996,False
vapC21,,0.9815,0.5047106598984772,1960,975,False
fadD10,,0.998,0.5046896142373529,1994,999,False
yggE,,0.966,0.5046350266659484,1927,977,False
nadR3,,0.991,0.5046192915626779,1982,989,False
tagG,,0.9985,0.5046192888289142,1993,998,False
frdC,,0.987,0.5046189673385881,1972,989,False
fbpA,,0.994,0.5046146162234301,1983,992,False
pPE15,,0.956,0.5046019769009171,1906,964,False
cysH,,0.994,0.5045425108140472,1982,996,False
hinT,,0.8135,0.50440456671285,1627,788,False
gloA,,0.986,0.5043717683132343,1973,989,False
rsuA,,0.996,0.5043585036412046,1987,996,False
holA,,0.986,0.5043577157051401,1979,996,False
metB,,0.996,0.5043126002621365,1988,995,False
mdh,,0.985,0.5042791019480513,1974,991,False
pimA,,0.987,0.5042768042463471,1975,991,False
yccF,,0.9965,0.5042751498973802,1992,998,False
lppH,,0.994,0.5042515435702002,1985,994,False
lCB5,,0.9835,0.5042512302512302,1965,990,False
scpB,,0.9885,0.5041649193799351,1980,993,False
lipA,,0.9885,0.5041638721216186,1984,994,False
spoIIM,,0.998,0.5041102305112738,1993,998,False
glnB,,0.9975,0.5041023972819358,1996,999,False
ppiB,,0.993,0.5040767298802461,1989,996,False
idi,,0.996,0.5040687674433699,1986,994,False
yceD,,0.998,0.5040483139074687,1993,999,False
hbhA,,0.997,0.5040474245316595,1989,997,False
cutS,,0.995,0.5040470197194161,1988,999,False
pgsA,,0.9945,0.5040125396269128,1993,997,False
rplM,,0.9905,0.5039837418082794,1990,994,False
sapB,,0.9955,0.5039719763742276,1985,998,False
ilvG,,0.9835,0.5039677477897904,1964,989,False
lepB,,0.9935,0.5039432120782124,1988,997,False
ilvA,,0.9425,0.50393437275018,1886,960,False
eccB5,,0.998,0.5039211170638287,1990,996,False
dtd,,0.9935,0.5039145459492165,1985,996,False
aofH,,0.929,0.5039139160161946,1853,963,False
pgsA2,,0.9975,0.5038260625879526,1992,998,False
proS,,0.9835,0.5038104897279996,1974,991,False
relE,,0.9975,0.5037930513595166,1993,1000,False
fadD13,,0.9965,0.5037855348888,1989,996,False
echA8,,0.992,0.503785186093067,1979,995,False
ipdC,,0.9455,0.5037716914352296,1888,961,False
guaB3,,0.9055,0.5037600136817252,1804,931,False
cobU,,0.9595,0.5037527437897985,1919,979,False
hisE,,0.997,0.5037527122863285,1989,998,False
ycjR,,0.9685,0.503748360359168,1936,977,False
typA,,0.9785,0.503745722733464,1963,992,False
ribF,,0.99,0.5037190779001397,1985,993,False
rsmI,,0.9655,0.5037065616375961,1932,975,False
